issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
0007-1773,2023,core,11,5,10,4,11,5,10,4
0007-1773,2023,all,12,5,11,4,12,5,11,4
0007-196X,2023,core,4,1,4,1,4,1,4,1
0007-196X,2023,all,4,1,4,1,4,1,4,1
0007-4497,2023,core,25,7,20,4,19,6,7,1
0007-4497,2023,all,25,7,20,4,19,6,7,1
0007-4551,2023,core,27,4,18,1,26,4,13,0
0007-4551,2023,all,36,4,26,1,33,4,19,0
0007-4853,2023,core,13,8,12,8,12,8,7,5
0007-4853,2023,all,13,8,12,8,12,8,7,5
0007-4861,2023,core,22,13,20,12,22,13,13,10
0007-4861,2023,all,22,13,20,12,22,13,13,10
0007-4918,2023,core,7,5,7,5,7,5,7,5
0007-4918,2023,all,7,5,7,5,7,5,7,5
0007-5027,2023,core,6,1,6,1,3,0,2,0
0007-5027,2023,all,6,1,6,1,3,0,2,0
0007-6503,2023,core,36,22,34,20,35,22,29,18
0007-6503,2023,all,47,27,44,24,45,27,35,21
0007-666X,2023,core,1,0,1,0,1,0,1,0
0007-666X,2023,all,1,0,1,0,1,0,1,0
0007-6791,2023,core,49,29,45,28,49,29,41,25
0007-6791,2023,all,51,29,47,28,51,29,43,25
0007-6805,2023,core,12,2,12,2,9,0,9,0
0007-6805,2023,all,13,3,13,3,9,0,9,0
0007-6813,2023,core,22,15,21,15,18,12,13,9
0007-6813,2023,all,24,15,23,15,19,12,14,9
0007-7704,2023,core,6,0,6,0,4,0,4,0
0007-7704,2023,all,6,0,6,0,4,0,4,0
0007-8506,2023,core,62,34,57,31,60,34,30,13
0007-8506,2023,all,62,34,57,31,60,34,30,13
0007-9960,2023,core,5,0,5,0,4,0,3,0
0007-9960,2023,all,5,0,5,0,4,0,3,0
0008-0624,2023,core,13,9,12,8,11,9,9,7
0008-0624,2023,all,14,10,13,9,12,10,10,8
0008-0683,2023,core,2,1,1,1,2,1,1,1
0008-0683,2023,all,4,1,3,1,4,1,3,1
0008-1256,2023,core,12,11,12,11,4,4,4,4
0008-1256,2023,all,13,11,13,11,4,4,4,4
0008-1973,2023,core,14,10,14,10,14,10,14,10
0008-1973,2023,all,15,10,15,10,15,10,15,10
0008-347X,2023,core,15,15,13,13,15,15,5,5
0008-347X,2023,all,15,15,13,13,15,15,5,5
0008-3658,2023,core,3,1,3,1,3,1,2,1
0008-3658,2023,all,3,1,3,1,3,1,2,1
0008-3968,2023,core,5,1,5,1,5,1,4,1
0008-3968,2023,all,6,1,6,1,6,1,5,1
0008-3976,2023,core,13,12,11,10,13,12,11,10
0008-3976,2023,all,13,12,11,10,13,12,11,10
0008-4034,2023,core,203,69,193,68,199,68,55,20
0008-4034,2023,all,218,73,207,72,213,72,64,21
0008-4077,2023,core,1,0,1,0,1,0,1,0
0008-4077,2023,all,1,0,1,0,1,0,1,0
0008-4085,2023,core,44,22,41,22,39,20,22,11
0008-4085,2023,all,44,22,41,22,39,20,22,11
0008-4131,2023,core,7,2,7,2,6,2,5,1
0008-4131,2023,all,7,2,7,2,6,2,5,1
0008-414X,2023,core,52,24,51,23,21,10,19,8
0008-414X,2023,all,52,24,51,23,21,10,19,8
0008-4174,2023,all,1,0,1,0,0,0,0,0
0008-4182,2023,core,23,3,21,3,22,3,13,3
0008-4182,2023,all,33,3,31,3,31,3,18,3
0008-4204,2023,core,12,6,12,6,12,6,9,4
0008-4204,2023,all,12,6,12,6,12,6,9,4
0008-4212,2023,core,7,5,7,5,7,5,2,2
0008-4212,2023,all,8,5,8,5,8,5,2,2
0008-4239,2023,core,41,33,41,33,40,33,36,29
0008-4239,2023,all,41,33,41,33,40,33,36,29
0008-4263,2023,core,14,11,13,10,13,10,8,6
0008-4263,2023,all,21,13,20,12,20,12,14,8
0008-4298,2023,core,32,22,32,22,31,22,29,20
0008-4298,2023,all,34,24,34,24,33,24,31,22
0008-4301,2023,core,1,0,1,0,1,0,0,0
0008-4301,2023,all,1,0,1,0,1,0,0,0
0008-4395,2023,core,57,29,57,29,25,12,25,12
0008-4395,2023,all,57,29,57,29,25,12,25,12
0008-4433,2023,core,1,1,1,1,1,1,1,1
0008-4433,2023,all,1,1,1,1,1,1,1,1
0008-4840,2023,core,28,22,26,20,28,22,21,17
0008-4840,2023,all,28,22,26,20,28,22,21,17
0008-5006,2023,core,5,3,5,3,5,3,5,3
0008-5006,2023,all,6,3,6,3,6,3,6,3
0008-5030,2023,core,2,2,2,2,2,2,2,2
0008-5030,2023,all,2,2,2,2,2,2,2,2
0008-543X,2023,core,127,71,118,66,110,67,64,41
0008-543X,2023,all,163,76,154,71,139,72,87,45
0008-6215,2023,core,36,21,34,21,33,21,9,6
0008-6215,2023,all,38,21,36,21,34,21,9,6
0008-6223,2023,core,152,80,124,74,147,80,42,30
0008-6223,2023,all,156,80,127,74,149,80,42,30
0008-6312,2023,core,3,3,3,3,3,3,1,1
0008-6312,2023,all,4,4,4,4,4,4,2,2
0008-6363,2023,core,82,61,74,56,74,61,14,12
0008-6363,2023,all,103,65,93,58,93,65,25,12
0008-6568,2023,core,10,7,10,7,9,7,7,6
0008-6568,2023,all,10,7,10,7,9,7,7,6
0008-7041,2023,core,5,2,5,2,5,2,4,2
0008-7041,2023,all,7,2,7,2,7,2,6,2
0008-8749,2023,core,6,3,5,3,6,3,0,0
0008-8749,2023,all,6,3,5,3,6,3,0,0
0008-8846,2023,core,98,51,94,50,92,50,50,30
0008-8846,2023,all,101,52,97,51,94,51,52,31
0008-9389,2023,core,15,9,15,9,14,8,14,8
0008-9389,2023,all,15,9,15,9,14,8,14,8
0009-0352,2023,core,38,22,35,20,33,21,10,7
0009-0352,2023,all,40,23,37,21,35,22,12,8
0009-2509,2023,core,196,102,186,100,178,97,66,36
0009-2509,2023,all,197,103,187,101,179,98,66,36
0009-2541,2023,core,112,70,110,70,106,68,87,56
0009-2541,2023,all,113,70,111,70,106,68,87,56
0009-2614,2023,core,39,18,33,15,34,16,14,8
0009-2614,2023,all,39,18,33,15,34,16,14,8
0009-2665,2023,core,80,54,60,41,77,53,21,15
0009-2665,2023,all,83,54,61,41,80,53,22,15
0009-2673,2023,core,33,0,28,0,29,0,7,0
0009-2673,2023,all,33,0,28,0,29,0,7,0
0009-2797,2023,core,35,15,27,12,33,15,8,4
0009-2797,2023,all,37,15,29,12,35,15,8,4
0009-2819,2023,core,17,8,13,6,16,8,11,6
0009-2819,2023,all,17,8,13,6,16,8,11,6
0009-286X,2023,core,167,158,156,148,167,158,88,87
0009-286X,2023,all,180,164,169,154,177,164,95,90
0009-3084,2023,core,11,5,9,4,11,5,5,3
0009-3084,2023,all,12,5,9,4,12,5,5,3
0009-3157,2023,core,1,0,1,0,1,0,0,0
0009-3157,2023,all,1,0,1,0,1,0,0,0
0009-3920,2023,core,126,96,121,94,126,96,106,85
0009-3920,2023,all,127,97,122,95,127,97,107,86
0009-398X,2023,core,116,86,111,82,113,86,81,63
0009-398X,2023,all,119,87,114,83,114,87,82,64
0009-4056,2023,core,3,1,3,1,2,0,2,0
0009-4056,2023,all,3,1,3,1,2,0,2,0
0009-4536,2023,core,24,5,18,3,22,5,10,1
0009-4536,2023,all,24,5,18,3,22,5,10,1
0009-5893,2023,core,7,4,7,4,5,4,2,2
0009-5893,2023,all,8,4,8,4,6,4,3,2
0009-5915,2023,core,13,9,12,9,11,9,1,0
0009-5915,2023,all,14,9,13,9,12,9,2,0
0009-6407,2023,core,11,8,11,8,11,8,11,8
0009-6407,2023,all,11,8,11,8,11,8,11,8
0009-725X,2023,core,53,33,50,31,50,33,34,22
0009-725X,2023,all,53,33,50,31,50,33,34,22
0009-7322,2023,core,29,21,28,20,27,21,11,10
0009-7322,2023,all,50,24,48,23,36,23,16,12
0009-7330,2023,core,20,14,17,11,18,14,5,3
0009-7330,2023,all,22,14,19,11,20,14,6,3
0009-739X,2023,core,161,1,158,1,152,1,128,1
0009-739X,2023,all,172,1,169,1,160,1,136,1
0009-8388,2023,core,28,22,28,22,28,22,28,22
0009-8388,2023,all,29,23,29,23,29,23,29,23
0009-8558,2023,core,4,2,4,2,4,2,3,1
0009-8558,2023,all,4,2,4,2,4,2,3,1
0009-8604,2023,core,7,5,6,4,7,5,4,3
0009-8604,2023,all,7,5,6,4,7,5,4,3
0009-8981,2023,core,55,29,49,27,54,29,25,12
0009-8981,2023,all,57,29,51,27,55,29,26,12
0009-9104,2023,core,30,26,27,23,28,24,9,7
0009-9104,2023,all,33,27,30,24,30,25,10,7
0009-9120,2023,core,25,15,25,15,23,15,17,10
0009-9120,2023,all,30,15,30,15,27,15,20,10
0009-9147,2023,core,21,9,19,9,6,2,4,2
0009-9147,2023,all,27,11,25,11,10,4,7,3
0009-9163,2023,core,85,59,77,54,84,58,28,21
0009-9163,2023,all,100,67,89,60,99,66,34,23
0009-921X,2023,core,14,8,14,8,12,8,10,6
0009-921X,2023,all,17,9,17,9,15,9,13,7
0009-9228,2023,core,27,11,26,10,26,11,18,9
0009-9228,2023,all,32,14,31,13,31,14,23,12
0009-9236,2023,core,92,69,84,64,84,64,31,24
0009-9236,2023,all,109,69,98,64,101,64,44,24
0009-9260,2023,core,55,8,51,8,55,8,39,7
0009-9260,2023,all,72,8,68,8,72,8,56,7
0010-0277,2023,core,130,75,127,73,120,72,102,62
0010-0277,2023,all,134,75,131,73,123,72,105,62
0010-0285,2023,core,18,13,17,12,18,13,15,11
0010-0285,2023,all,18,13,17,12,18,13,15,11
0010-0757,2023,core,30,20,27,18,28,20,19,13
0010-0757,2023,all,30,20,27,18,28,20,19,13
0010-2180,2023,core,128,57,119,55,116,53,58,29
0010-2180,2023,all,128,57,119,55,116,53,58,29
0010-2202,2023,core,26,18,24,16,26,18,11,7
0010-2202,2023,all,26,18,24,16,26,18,11,7
0010-3616,2023,core,193,134,169,123,175,132,93,74
0010-3616,2023,all,198,136,174,125,180,134,96,76
0010-3624,2023,core,10,3,9,2,9,3,3,0
0010-3624,2023,all,10,3,9,2,9,3,3,0
0010-3640,2023,core,80,36,70,32,69,33,38,19
0010-3640,2023,all,81,36,70,32,70,33,38,19
0010-3802,2023,core,12,4,12,4,12,4,11,4
0010-3802,2023,all,16,5,16,5,14,5,13,5
0010-3853,2023,core,58,41,51,35,58,41,39,26
0010-3853,2023,all,60,42,53,36,58,41,39,26
0010-4140,2023,core,61,41,59,41,57,41,43,30
0010-4140,2023,all,61,41,59,41,57,41,43,30
0010-4175,2023,core,22,19,22,19,21,18,20,17
0010-4175,2023,all,22,19,22,19,21,18,20,17
0010-437X,2023,core,31,19,31,19,12,7,12,7
0010-437X,2023,all,31,19,31,19,12,7,12,7
0010-4485,2023,core,24,7,23,7,20,6,13,4
0010-4485,2023,all,25,7,24,7,20,6,13,4
0010-4620,2023,core,4,3,4,3,4,3,3,2
0010-4620,2023,all,4,3,4,3,4,3,3,2
0010-4655,2023,core,124,72,121,70,114,69,70,43
0010-4655,2023,all,125,72,122,70,114,69,70,43
0010-4825,2023,core,219,126,193,114,208,125,100,72
0010-4825,2023,all,220,126,194,114,209,125,100,72
0010-485X,2023,core,36,23,31,21,34,22,18,12
0010-485X,2023,all,42,24,37,22,40,23,24,13
0010-7824,2023,core,40,14,40,14,37,14,29,11
0010-7824,2023,all,47,15,47,15,43,15,35,12
0010-7999,2023,core,45,37,45,37,45,37,39,32
0010-7999,2023,all,46,37,46,37,46,37,40,32
0010-8367,2023,core,1,1,1,1,1,1,1,1
0010-8367,2023,all,1,1,1,1,1,1,1,1
0010-8545,2023,core,49,16,41,16,44,14,17,2
0010-8545,2023,all,49,16,41,16,44,14,17,2
0010-938X,2023,core,107,64,97,59,95,59,55,37
0010-938X,2023,all,109,64,99,59,97,59,57,37
0010-9452,2023,core,121,88,114,85,118,86,80,60
0010-9452,2023,all,131,88,124,85,125,86,87,60
0011-0000,2023,core,5,4,5,4,4,3,4,3
0011-0000,2023,all,5,4,5,4,4,3,4,3
0011-1287,2023,core,33,22,32,22,32,22,31,22
0011-1287,2023,all,33,22,32,22,32,22,31,22
0011-1384,2023,core,17,12,17,12,16,12,16,12
0011-1384,2023,all,17,12,17,12,16,12,16,12
0011-1562,2023,core,20,18,20,18,20,18,19,17
0011-1562,2023,all,24,20,24,20,24,20,23,19
0011-1619,2023,core,28,20,28,20,28,20,28,20
0011-1619,2023,all,28,20,28,20,28,20,28,20
0011-183X,2023,core,75,54,72,53,72,53,21,17
0011-183X,2023,all,75,54,72,53,72,53,21,17
0011-216X,2023,core,4,4,1,1,4,4,1,1
0011-216X,2023,all,4,4,1,1,4,4,1,1
0011-2240,2023,core,11,7,11,7,10,7,6,3
0011-2240,2023,all,11,7,11,7,10,7,6,3
0011-2275,2023,core,10,7,9,7,10,7,7,5
0011-2275,2023,all,10,7,9,7,10,7,7,5
0011-3069,2023,core,18,18,18,18,18,18,16,16
0011-3069,2023,all,23,18,23,18,20,18,18,16
0011-3840,2023,core,2,1,2,1,2,1,1,1
0011-3840,2023,all,2,1,2,1,2,1,1,1
0011-3921,2023,core,61,41,57,39,60,41,49,33
0011-3921,2023,all,62,42,58,40,61,42,49,33
0011-4642,2023,core,12,0,11,0,12,0,10,0
0011-4642,2023,all,12,0,11,0,12,0,10,0
0011-5029,2023,core,1,1,1,1,1,1,0,0
0011-5029,2023,all,1,1,1,1,1,1,0,0
0011-7315,2023,core,14,2,13,2,12,2,8,2
0011-7315,2023,all,16,4,15,4,14,4,10,4
0011-9059,2023,core,57,19,51,17,53,19,27,10
0011-9059,2023,all,158,22,146,20,150,22,85,12
0011-9164,2023,core,142,56,120,51,136,55,36,15
0011-9164,2023,all,142,56,120,51,136,55,36,15
0012-0456,2023,core,7,7,6,6,7,7,6,6
0012-0456,2023,all,7,7,6,6,7,7,6,6
0012-0472,2023,core,3,0,3,0,3,0,2,0
0012-0472,2023,all,3,0,3,0,3,0,2,0
0012-0936,2023,core,27,25,27,25,27,25,27,25
0012-0936,2023,all,64,59,64,59,64,59,64,59
0012-1045,2023,core,1,1,1,1,1,1,1,1
0012-1045,2023,all,1,1,1,1,1,1,1,1
0012-1533,2023,core,4,0,4,0,4,0,3,0
0012-1533,2023,all,4,0,4,0,4,0,3,0
0012-155X,2023,core,35,29,35,29,26,21,25,20
0012-155X,2023,all,37,30,37,30,27,22,26,21
0012-1592,2023,core,28,9,23,7,28,9,7,4
0012-1592,2023,all,34,9,29,7,34,9,11,4
0012-1606,2023,core,18,14,18,14,17,14,2,1
0012-1606,2023,all,18,14,18,14,17,14,2,1
0012-1622,2023,core,160,108,157,106,154,105,101,74
0012-1622,2023,all,217,133,213,131,207,129,148,95
0012-1630,2023,core,32,15,31,14,30,14,21,9
0012-1630,2023,all,32,15,31,14,30,14,21,9
0012-1649,2023,core,8,6,8,6,8,6,7,5
0012-1649,2023,all,8,6,8,6,8,6,7,5
0012-186X,2023,core,134,119,117,103,133,119,68,58
0012-186X,2023,all,154,124,136,108,152,124,84,62
0012-1924,2023,core,23,21,23,21,14,13,10,9
0012-1924,2023,all,23,21,23,21,14,13,10,9
0012-2033,2023,core,11,9,11,9,10,9,10,9
0012-2033,2023,all,16,9,15,9,15,9,13,9
0012-2173,2023,core,2,1,2,1,2,1,2,1
0012-2173,2023,all,2,1,2,1,2,1,2,1
0012-2823,2023,core,2,0,2,0,2,0,1,0
0012-2823,2023,all,2,0,2,0,2,0,1,0
0012-365X,2023,core,88,43,76,36,66,31,26,12
0012-365X,2023,all,88,43,76,36,66,31,26,12
0012-3692,2023,core,84,19,77,17,80,19,49,8
0012-3692,2023,all,143,23,132,21,133,23,88,12
0012-3706,2023,core,9,2,9,2,9,2,3,1
0012-3706,2023,all,14,2,13,2,13,2,6,1
0012-4486,2023,core,18,15,16,14,18,15,9,7
0012-4486,2023,all,21,16,19,15,21,16,12,8
0012-6667,2023,core,34,19,29,17,33,19,17,11
0012-6667,2023,all,34,19,29,17,33,19,17,11
0012-821X,2023,core,140,88,139,88,137,87,122,79
0012-821X,2023,all,145,90,144,90,142,89,127,81
0012-8252,2023,core,89,61,86,59,82,60,72,54
0012-8252,2023,all,90,61,87,59,83,60,73,54
0012-8775,2023,core,13,3,12,2,11,3,9,2
0012-8775,2023,all,13,3,12,2,11,3,9,2
0012-9615,2023,core,25,20,23,18,24,20,20,16
0012-9615,2023,all,26,20,24,18,25,20,21,16
0012-9658,2023,core,141,101,138,98,136,99,115,82
0012-9658,2023,all,181,124,178,121,176,122,143,99
0012-9682,2023,core,39,0,35,0,34,0,18,0
0012-9682,2023,all,39,0,35,0,34,0,18,0
0013-0001,2023,core,9,3,9,3,9,3,5,3
0013-0001,2023,all,9,3,9,3,9,3,5,3
0013-0095,2023,core,18,12,18,12,6,4,5,3
0013-0095,2023,all,18,12,18,12,6,4,5,3
0013-0117,2023,core,66,50,62,46,62,48,47,36
0013-0117,2023,all,71,52,67,48,67,50,52,38
0013-0133,2023,core,22,14,18,13,20,13,7,5
0013-0133,2023,all,27,14,23,13,22,13,9,5
0013-0249,2023,core,22,18,22,18,22,18,15,11
0013-0249,2023,all,22,18,22,18,22,18,15,11
0013-0427,2023,core,43,32,37,28,39,31,23,19
0013-0427,2023,all,44,33,38,29,40,32,23,19
0013-063X,2023,core,11,7,10,6,10,7,6,3
0013-063X,2023,all,11,7,10,6,10,7,6,3
0013-0796,2023,core,8,3,8,3,8,3,8,3
0013-0796,2023,all,9,4,9,4,9,4,9,4
0013-0915,2023,core,22,4,22,4,9,2,9,2
0013-0915,2023,all,22,4,22,4,9,2,9,2
0013-1245,2023,core,6,3,6,3,6,3,6,3
0013-1245,2023,all,6,3,6,3,6,3,6,3
0013-161X,2023,core,4,2,4,2,4,2,4,2
0013-161X,2023,all,5,2,5,2,5,2,5,2
0013-1644,2023,core,24,21,24,21,24,21,22,19
0013-1644,2023,all,24,21,24,21,24,21,22,19
0013-1725,2023,core,5,1,5,1,5,1,5,1
0013-1725,2023,all,5,1,5,1,5,1,5,1
0013-1857,2023,core,49,29,49,29,48,28,46,28
0013-1857,2023,all,59,29,58,29,57,28,52,28
0013-1881,2023,core,20,16,20,16,20,16,17,14
0013-1881,2023,all,21,17,21,17,21,17,18,15
0013-189X,2023,core,12,10,11,9,12,10,11,9
0013-189X,2023,all,13,10,12,9,13,10,12,9
0013-1911,2023,core,81,58,80,57,81,58,71,49
0013-1911,2023,all,83,58,82,57,83,58,73,49
0013-1946,2023,core,1,1,1,1,1,1,1,1
0013-1946,2023,all,1,1,1,1,1,1,1,1
0013-1954,2023,core,43,34,41,34,42,33,36,29
0013-1954,2023,all,44,34,42,34,43,33,36,29
0013-2004,2023,core,16,15,16,15,16,15,16,15
0013-2004,2023,all,30,24,30,24,30,24,30,24
0013-4651,2023,core,236,206,222,197,196,178,108,102
0013-4651,2023,all,238,208,224,199,198,180,110,104
0013-4686,2023,core,279,179,258,170,263,174,94,59
0013-4686,2023,all,282,179,261,170,266,174,95,59
0013-5585,2023,core,5,2,4,2,5,2,3,2
0013-5585,2023,all,5,2,4,2,5,2,3,2
0013-7006,2023,core,44,3,32,3,42,3,28,3
0013-7006,2023,all,54,3,41,3,49,3,31,3
0013-7227,2023,core,29,22,27,22,23,18,6,5
0013-7227,2023,all,31,23,29,23,25,19,8,6
0013-726X,2023,core,23,17,22,16,22,16,9,6
0013-726X,2023,all,38,19,36,18,37,18,20,7
0013-7944,2023,core,135,61,120,57,119,59,51,35
0013-7944,2023,all,135,61,120,57,119,59,51,35
0013-7952,2023,core,68,32,63,32,63,31,41,26
0013-7952,2023,all,68,32,63,32,63,31,41,26
0013-8215,2023,core,12,6,12,6,12,6,12,6
0013-8215,2023,all,12,6,12,6,12,6,12,6
0013-8266,2023,core,18,15,18,15,17,14,17,14
0013-8266,2023,all,18,15,18,15,17,14,17,14
0013-838X,2023,core,34,25,33,24,34,25,32,23
0013-838X,2023,all,35,26,34,25,35,26,33,24
0013-8398,2023,core,6,5,6,5,6,5,6,5
0013-8398,2023,all,6,5,6,5,6,5,6,5
0013-8703,2023,core,39,20,35,19,37,19,22,13
0013-8703,2023,all,43,21,37,20,41,20,24,14
0013-8746,2023,core,2,1,2,1,2,1,1,1
0013-8746,2023,all,2,1,2,1,2,1,1,1
0013-9157,2023,core,2,1,2,1,1,1,1,1
0013-9157,2023,all,3,1,3,1,2,1,2,1
0013-9165,2023,core,7,7,7,7,7,7,6,6
0013-9165,2023,all,7,7,7,7,7,7,6,6
0013-9351,2023,core,472,274,384,247,450,269,179,120
0013-9351,2023,all,480,274,392,247,456,269,182,120
0013-936X,2023,core,322,210,267,192,308,209,124,106
0013-936X,2023,all,329,213,273,195,315,212,129,108
0013-9580,2023,core,211,150,199,143,203,148,103,82
0013-9580,2023,all,237,167,223,158,229,165,126,96
0014-0139,2023,core,56,41,54,40,54,41,48,37
0014-0139,2023,all,57,41,55,40,55,41,49,37
0014-0309,2023,core,11,8,9,6,11,8,5,3
0014-0309,2023,all,11,8,9,6,11,8,5,3
0014-0856,2023,core,5,0,5,0,5,0,5,0
0014-0856,2023,all,5,0,5,0,5,0,5,0
0014-1844,2023,core,41,34,40,34,41,34,40,34
0014-1844,2023,all,42,34,41,34,42,34,40,34
0014-2336,2023,core,16,12,14,10,15,12,8,6
0014-2336,2023,all,16,12,14,10,15,12,8,6
0014-2565,2023,core,45,5,41,3,42,5,25,2
0014-2565,2023,all,60,5,55,3,56,5,38,2
0014-2921,2023,core,94,39,81,34,71,32,34,17
0014-2921,2023,all,96,39,83,34,72,32,35,17
0014-2972,2023,core,116,73,111,70,109,70,46,34
0014-2972,2023,all,148,88,139,82,141,85,67,43
0014-2980,2023,core,149,125,143,121,148,125,35,33
0014-2980,2023,all,164,130,158,126,163,130,46,36
0014-2999,2023,core,60,34,50,31,57,33,9,6
0014-2999,2023,all,61,34,50,31,58,33,9,6
0014-3022,2023,core,5,5,5,5,5,5,2,2
0014-3022,2023,all,5,5,5,5,5,5,2,2
0014-3057,2023,core,87,51,78,48,75,47,12,8
0014-3057,2023,all,87,51,78,48,75,47,12,8
0014-3065,2023,core,26,21,23,19,25,21,18,16
0014-3065,2023,all,26,21,23,19,25,21,18,16
0014-312X,2023,core,14,13,14,13,14,13,9,9
0014-312X,2023,all,15,14,15,14,15,14,10,10
0014-3367,2023,core,2,2,2,2,2,2,2,2
0014-3367,2023,all,2,2,2,2,2,2,2,2
0014-3820,2023,core,81,56,78,55,42,30,32,24
0014-3820,2023,all,81,56,78,55,42,30,32,24
0014-3855,2023,core,4,1,4,1,4,1,4,1
0014-3855,2023,all,4,1,4,1,4,1,4,1
0014-4029,2023,core,5,1,5,1,5,1,4,0
0014-4029,2023,all,5,1,5,1,5,1,4,0
0014-4797,2023,core,8,3,5,3,8,3,2,2
0014-4797,2023,all,8,3,5,3,8,3,2,2
0014-4819,2023,core,81,64,78,62,78,64,52,43
0014-4819,2023,all,82,65,79,63,79,65,53,44
0014-4827,2023,core,22,12,20,12,22,12,2,2
0014-4827,2023,all,23,12,21,12,23,12,2,2
0014-4835,2023,core,53,29,48,28,51,28,18,11
0014-4835,2023,all,55,29,50,28,53,28,20,11
0014-4851,2023,core,39,27,36,27,39,27,16,13
0014-4851,2023,all,40,28,37,28,40,28,16,13
0014-4886,2023,core,31,19,26,17,30,19,6,4
0014-4886,2023,all,35,19,29,17,34,19,7,4
0014-4894,2023,core,13,6,13,6,13,6,7,4
0014-4894,2023,all,14,6,14,6,14,6,7,4
0014-4983,2023,core,21,13,19,13,17,10,10,7
0014-4983,2023,all,21,13,19,13,17,10,10,7
0014-5246,2023,core,10,3,10,3,10,3,10,3
0014-5246,2023,all,15,3,15,3,15,3,15,3
0014-5793,2023,core,141,89,133,85,139,89,36,26
0014-5793,2023,all,151,90,143,86,149,90,43,27
0014-5858,2023,core,9,4,9,4,9,4,8,3
0014-5858,2023,all,13,4,13,4,13,4,12,3
0014-6242,2023,core,8,2,8,2,5,0,5,0
0014-6242,2023,all,9,3,9,3,6,1,6,1
0014-7370,2023,core,67,51,66,50,66,50,53,41
0014-7370,2023,all,71,51,70,50,70,50,57,41
0014-8962,2023,core,7,4,6,4,7,4,6,4
0014-8962,2023,all,7,4,6,4,7,4,6,4
0014-9527,2023,core,3,1,3,1,3,1,3,1
0014-9527,2023,all,4,2,4,2,4,2,4,2
0015-0193,2023,core,5,2,5,2,5,2,4,2
0015-0193,2023,all,5,2,5,2,5,2,4,2
0015-0282,2023,core,66,22,63,21,62,21,42,14
0015-0282,2023,all,96,24,92,23,70,21,47,14
0015-198X,2023,core,6,5,5,4,6,5,4,3
0015-198X,2023,all,8,5,7,4,7,5,5,3
0015-2684,2023,core,53,39,47,36,53,39,33,25
0015-2684,2023,all,55,40,49,37,55,40,35,26
0015-5632,2023,core,11,4,10,4,10,4,6,2
0015-5632,2023,all,11,4,10,4,10,4,6,2
0015-587X,2023,core,6,2,6,2,6,2,6,2
0015-587X,2023,all,7,2,7,2,6,2,6,2
0015-718X,2023,core,16,9,15,8,15,9,14,8
0015-718X,2023,all,17,9,16,8,16,9,15,8
0015-7325,2023,core,6,3,6,3,5,2,5,2
0015-7325,2023,all,7,3,7,3,6,2,6,2
0015-752X,2023,core,16,11,16,11,14,11,12,9
0015-752X,2023,all,16,11,16,11,14,11,12,9
0015-7899,2023,core,85,84,84,83,85,84,83,82
0015-7899,2023,all,87,85,86,84,87,85,85,83
0015-8208,2023,core,27,21,26,21,25,20,13,12
0015-8208,2023,all,27,21,26,21,25,20,13,12
0015-8518,2023,core,23,20,23,20,20,17,20,17
0015-8518,2023,all,23,20,23,20,20,17,20,17
0015-9018,2023,core,26,18,26,18,26,18,24,17
0015-9018,2023,all,26,18,26,18,26,18,24,17
0016-0032,2023,core,40,11,32,9,31,9,13,6
0016-0032,2023,all,40,11,32,9,31,9,13,6
0016-1128,2023,core,14,7,14,7,13,6,13,6
0016-1128,2023,all,15,7,15,7,14,6,14,6
0016-2361,2023,core,459,233,419,225,419,219,202,119
0016-2361,2023,all,462,233,421,225,422,219,204,119
0016-2663,2023,core,1,0,1,0,1,0,0,0
0016-2663,2023,all,1,0,1,0,1,0,0,0
0016-3287,2023,core,82,64,81,63,67,55,59,47
0016-3287,2023,all,85,65,84,64,69,55,61,47
0016-5085,2023,core,63,34,53,28,55,32,16,8
0016-5085,2023,all,149,42,136,36,96,40,41,13
0016-5107,2023,core,43,6,43,6,32,6,16,2
0016-5107,2023,all,68,6,68,6,32,6,16,2
0016-5751,2023,core,5,2,5,2,5,2,4,1
0016-5751,2023,all,6,2,5,2,6,2,4,1
0016-6480,2023,core,19,6,17,6,18,5,12,3
0016-6480,2023,all,19,6,17,6,18,5,12,3
0016-6707,2023,core,5,4,4,3,5,4,3,2
0016-6707,2023,all,5,4,4,3,5,4,3,2
0016-6731,2023,core,36,29,35,29,34,27,19,16
0016-6731,2023,all,36,29,35,29,34,27,19,16
0016-6995,2023,core,15,10,15,10,14,9,12,7
0016-6995,2023,all,15,10,15,10,14,9,12,7
0016-7037,2023,core,117,69,115,69,113,68,95,60
0016-7037,2023,all,124,69,122,69,113,68,95,60
0016-7185,2023,core,129,102,124,97,81,65,67,51
0016-7185,2023,all,132,102,127,97,82,65,68,51
0016-7363,2023,core,32,22,30,21,30,22,23,16
0016-7363,2023,all,38,24,35,23,36,24,28,18
0016-7398,2023,core,59,50,59,50,59,50,56,47
0016-7398,2023,all,68,57,68,57,68,57,65,54
0016-7487,2023,core,9,0,9,0,9,0,9,0
0016-7487,2023,all,10,0,10,0,9,0,9,0
0016-7568,2023,core,33,26,30,25,27,21,21,17
0016-7568,2023,all,33,26,30,25,27,21,21,17
0016-7622,2023,core,1,0,0,0,1,0,0,0
