issn_l,cr_year,ta_articles,oa_articles
1878-7452,2023,27,12
1878-7649,2019,20,10
1878-7649,2020,39,28
1878-7649,2021,61,35
1878-7649,2022,52,33
1878-7649,2023,76,53
1878-7762,2023,1,0
1878-7789,2019,1,0
1878-7789,2021,2,0
1878-7789,2022,1,0
1878-7789,2023,1,0
1878-786X,2023,1,0
1878-7886,2021,2,1
1878-7886,2022,2,0
1878-7886,2023,2,1
1878-8181,2020,2,1
1878-8181,2021,3,0
1878-8181,2022,8,3
1878-8181,2023,15,8
1878-8750,2019,1,0
1878-8750,2020,86,2
1878-8750,2021,117,23
1878-8750,2022,186,58
1878-8750,2023,166,50
1878-9714,2022,3,0
1878-9714,2023,3,1
1879-3096,2020,7,0
1879-3096,2021,14,10
1879-3096,2022,15,9
1879-3096,2023,18,12
1879-4068,2019,1,0
1879-4068,2020,11,6
1879-4068,2021,23,10
1879-4068,2022,37,15
1879-4068,2023,39,18
1879-4238,2019,2,2
1879-4238,2020,11,10
1879-4238,2021,10,9
1879-4238,2022,10,10
1879-4238,2023,12,10
1879-4912,2019,5,5
1879-4912,2020,34,26
1879-4912,2021,51,46
1879-4912,2022,42,41
1879-4912,2023,37,34
1879-6257,2020,6,2
1879-6257,2021,20,15
1879-6257,2022,12,10
1879-6257,2023,15,9
1879-6397,2019,5,2
1879-6397,2021,3,1
1879-6397,2022,2,0
1879-6397,2023,1,1
1879-7261,2020,2,0
1879-7261,2021,3,0
1879-7261,2022,3,0
1879-7261,2023,5,0
1879-7296,2020,6,0
1879-7296,2021,6,0
1879-7296,2022,6,1
1879-7296,2023,5,0
1879-7865,2022,3,1
1879-7865,2023,2,2
1879-9264,2021,3,1
1879-9264,2022,1,0
1879-9264,2023,9,7
1879-9817,2019,1,0
1879-9817,2021,13,5
1879-9817,2022,14,9
1879-9817,2023,28,14
1881-4387,2021,1,1
1881-4387,2022,2,1
1881-4387,2023,4,1
1882-0778,2020,2,1
1882-0778,2021,1,0
1882-0778,2022,7,7
1882-0778,2023,5,3
1885-5857,2020,4,0
1885-5857,2021,152,2
1885-5857,2022,131,4
1885-5857,2023,135,8
1887-8369,2021,2,0
1887-8369,2023,2,2
1888-9891,2021,1,0
1888-9891,2022,2,1
1888-9891,2023,1,0
1889-1837,2021,16,0
1889-1837,2022,16,0
1889-1837,2023,17,1
1890-2138,2019,5,1
1890-2138,2020,5,3
1890-2138,2021,16,7
1890-2138,2022,7,6
1890-2138,2023,11,6
1891-814X,2020,14,7
1891-814X,2021,17,11
1891-814X,2022,20,12
1891-814X,2023,24,13
1895-6106,2020,1,1
1895-6106,2022,2,1
1895-6106,2023,1,0
1895-6572,2019,42,37
1895-6572,2020,10,8
1895-6572,2021,13,12
1895-6572,2022,24,18
1895-6572,2023,15,11
1896-1126,2019,44,1
1896-1126,2020,29,18
1896-1126,2021,32,10
1896-1126,2022,26,9
1896-1126,2023,22,10
1901-2276,2019,4,4
1901-2276,2020,8,7
1901-2276,2021,10,10
1901-2276,2022,22,19
1901-2276,2023,16,16
1911-382X,2022,2,2
1911-382X,2023,19,9
1923-6026,2020,1,0
1923-6026,2021,2,2
1923-6026,2023,1,1
1925-2099,2021,1,1
1925-2099,2022,2,2
1925-2099,2023,1,0
1925-3621,2021,1,0
1930-7381,2019,10,6
1930-7381,2020,35,19
1930-7381,2021,30,24
1930-7381,2022,69,56
1930-7381,2023,106,84
1930-8299,2021,4,3
1930-8299,2022,1,1
1930-8299,2023,3,3
1931-0145,2022,1,0
1931-2458,2020,1,1
1931-2458,2021,3,3
1931-2458,2022,3,3
1931-2458,2023,8,7
1931-3128,2021,8,2
1931-3128,2022,27,12
1931-3128,2023,26,14
1931-3152,2020,2,2
1931-3152,2021,1,0
1931-3152,2022,2,2
1931-3152,2023,2,2
1931-3896,2023,1,0
1931-4361,2019,2,0
1931-4361,2020,6,1
1931-4361,2021,6,3
1931-4361,2022,10,5
1931-4361,2023,17,17
1931-4973,2022,5,0
1931-4973,2023,48,3
1931-5260,2023,1,0
1931-5872,2020,1,1
1931-5872,2021,5,3
1931-5872,2022,7,6
1931-5872,2023,7,6
1931-7212,2019,3,2
1931-7212,2020,3,1
1931-7212,2021,1,0
1931-7212,2022,5,1
1931-7212,2023,3,2
1931-7557,2019,10,9
1931-7557,2020,16,10
1931-7557,2021,24,20
1931-7557,2022,26,18
1931-7557,2023,15,14
1931-7611,2020,3,3
1931-7611,2021,9,7
1931-7611,2022,2,2
1931-7611,2023,16,8
1931-8499,2023,2,0
1931-9401,2020,2,0
1931-9401,2021,15,0
1931-9401,2022,15,0
1931-9401,2023,22,0
1932-0183,2021,2,0
1932-0183,2022,2,2
1932-0191,2023,1,1
1932-0205,2021,3,2
1932-0205,2022,8,5
1932-0205,2023,9,6
1932-0256,2022,2,2
1932-0620,2022,2,0
1932-0620,2023,2,0
1932-1031,2019,3,1
1932-1031,2020,6,5
1932-1031,2021,20,11
1932-1031,2022,32,25
1932-1031,2023,38,27
1932-1058,2020,1,0
1932-1058,2021,7,0
1932-1058,2022,9,0
1932-1058,2023,8,0
1932-1864,2020,1,0
1932-1864,2021,10,5
1932-1864,2022,3,3
1932-1864,2023,16,10
1932-202X,2021,3,2
1932-202X,2022,2,2
1932-202X,2023,1,1
1932-2054,2021,2,1
1932-2054,2022,6,2
1932-2054,2023,12,7
1932-2135,2020,5,4
1932-2135,2021,4,1
1932-2135,2022,1,0
1932-2135,2023,13,3
1932-2259,2019,15,11
1932-2259,2020,28,26
1932-2259,2021,38,28
1932-2259,2022,45,34
1932-2259,2023,60,54
1932-2798,2023,3,0
1932-2909,2023,1,1
1932-2968,2020,18,11
1932-2968,2021,29,11
1932-2968,2022,33,13
1932-2968,2023,37,19
1932-4391,2019,2,0
1932-4391,2020,10,5
1932-4391,2021,7,4
1932-4391,2022,7,5
1932-4391,2023,20,14
1932-4502,2019,2,2
1932-4502,2020,20,13
1932-4502,2021,20,11
1932-4502,2022,18,10
1932-4502,2023,23,13
1932-4510,2022,6,0
1932-4510,2023,1,0
1932-4529,2022,3,0
1932-4529,2023,7,0
1932-4537,2021,6,3
1932-4537,2022,37,8
1932-4537,2023,32,12
1932-4545,2021,3,2
1932-4545,2022,10,3
1932-4545,2023,6,1
1932-4553,2019,2,0
1932-4553,2021,2,0
1932-4553,2022,6,1
1932-4553,2023,6,3
1932-5037,2021,2,0
1932-5037,2022,1,0
1932-5037,2023,3,2
1932-6254,2019,12,3
1932-6254,2020,13,8
1932-6254,2021,8,6
1932-6254,2022,8,7
1932-6254,2023,11,11
1932-7447,2019,74,0
1932-7447,2020,225,31
1932-7447,2021,234,177
1932-7447,2022,249,218
1932-7447,2023,365,301
1932-7501,2021,1,0
1932-7501,2023,4,1
1932-8087,2023,1,0
1932-8184,2020,1,0
1932-8184,2021,6,2
1932-8184,2022,21,6
1932-8184,2023,15,5
1932-8451,2019,2,0
1932-8451,2020,11,9
1932-8451,2021,10,9
1932-8451,2022,9,8
1932-8451,2023,7,7
1932-8486,2019,9,2
1932-8486,2020,20,8
1932-8486,2021,30,15
1932-8486,2022,46,36
1932-8486,2023,68,50
1932-8621,2020,7,5
1932-8621,2021,7,5
1932-8621,2022,18,14
1932-8621,2023,11,6
1932-9148,2022,1,0
1932-9148,2023,3,3
1932-9156,2020,1,1
1932-9156,2022,1,1
1932-9520,2019,4,3
1932-9520,2021,2,0
1932-9520,2022,3,0
1932-9520,2023,1,0
1933-0219,2019,8,6
1933-0219,2020,16,12
1933-0219,2021,36,22
1933-0219,2022,44,40
1933-0219,2023,11,11
1933-169X,2021,1,0
1933-169X,2022,2,2
1933-169X,2023,2,2
1933-7191,2019,5,0
1933-7191,2020,22,12
1933-7191,2021,26,20
1933-7191,2022,33,25
1933-7191,2023,20,14
1933-8244,2019,2,2
1933-8244,2020,3,2
1933-8244,2021,1,0
1933-8244,2023,2,2
1934-1482,2019,1,0
1934-1482,2020,7,3
1934-1482,2021,4,3
1934-1482,2022,12,6
1934-1482,2023,55,21
1934-2608,2022,1,0
1934-2616,2019,1,0
1934-2616,2020,1,1
1934-2640,2019,1,0
1934-2640,2020,11,6
1934-2640,2021,7,7
1934-2640,2022,3,3
1934-3396,2019,1,0
1934-3396,2020,8,6
1934-3647,2019,1,1
1934-3647,2020,1,1
1934-3655,2020,1,1
1934-3671,2019,1,0
1934-3671,2020,4,3
1934-4554,2020,9,1
1934-4554,2021,13,7
1934-4554,2022,11,3
1934-4554,2023,11,8
1934-5747,2021,3,2
1934-5747,2022,7,7
1934-5747,2023,3,3
1934-662X,2020,16,3
1934-662X,2021,10,4
1934-662X,2022,18,10
1934-662X,2023,16,12
1934-8258,2019,1,0
1934-8282,2019,3,0
1934-8282,2020,1,1
1934-8525,2020,2,2
1934-8576,2019,1,0
1934-8576,2020,3,2
1934-9254,2020,1,1
1934-9270,2020,3,2
1934-9297,2019,2,0
1934-9297,2020,1,1
1934-9637,2021,2,0
1934-9637,2022,2,1
1934-9637,2023,8,5
1935-1089,2022,5,0
1935-1089,2023,6,3
1935-1682,2020,3,3
1935-1682,2021,3,3
1935-1682,2022,7,5
1935-1682,2023,2,2
1935-1690,2020,2,2
1935-1690,2021,3,1
1935-1704,2020,2,0
1935-1704,2021,2,2
1935-1704,2022,1,1
1935-1704,2023,1,1
1935-2611,2021,3,3
1935-2611,2022,5,4
1935-2611,2023,5,5
1935-3804,2020,3,2
1935-3804,2021,4,4
1935-3804,2022,10,7
1935-3804,2023,6,5
1935-3812,2019,4,3
1935-3812,2020,2,1
1935-3812,2021,8,7
1935-3812,2022,5,4
1935-3812,2023,2,2
1935-4932,2019,1,0
1935-4932,2020,6,2
1935-4932,2021,6,2
1935-4932,2022,13,5
1935-4932,2023,17,8
1935-5130,2019,3,3
1935-5130,2020,20,13
1935-5130,2021,21,16
1935-5130,2022,44,35
1935-5130,2023,52,43
1935-5181,2023,1,0
1935-7397,2021,1,0
1935-7397,2022,2,2
1935-7893,2020,40,31
1935-7893,2021,36,22
1935-7893,2022,43,18
1935-7893,2023,40,29
1935-9705,2021,1,1
1935-9705,2022,3,1
1935-9705,2023,2,2
1935-9748,2020,1,1
1935-9748,2021,7,5
1935-9748,2022,10,8
1935-9748,2023,13,6
1935-9756,2022,1,1
1935-9756,2023,1,1
1935-9772,2019,4,2
1935-9772,2020,16,9
1935-9772,2021,24,14
1935-9772,2022,38,23
1935-9772,2023,63,52
1936-0533,2020,7,5
1936-0533,2021,13,9
1936-0533,2022,15,6
1936-0533,2023,19,14
1936-055X,2019,3,2
1936-055X,2020,14,10
1936-055X,2021,17,10
1936-055X,2022,17,10
1936-055X,2023,15,10
1936-0584,2019,4,2
1936-0584,2020,16,9
1936-0584,2021,23,14
1936-0584,2022,33,22
1936-0584,2023,31,23
1936-0851,2019,29,0
1936-0851,2020,103,9
1936-0851,2021,131,101
1936-0851,2022,145,119
1936-0851,2023,209,173
1936-1521,2020,3,1
1936-1521,2021,18,16
1936-1521,2022,23,16
1936-1521,2023,21,15
1936-1610,2021,1,1
1936-1610,2022,1,1
1936-1610,2023,2,2
1936-1653,2020,1,0
1936-1653,2021,2,1
1936-1653,2022,4,4
1936-1653,2023,4,1
1936-1963,2021,1,0
1936-1963,2023,7,0
1936-2447,2019,1,0
1936-2447,2020,9,6
1936-2447,2021,12,7
1936-2447,2022,10,4
1936-2447,2023,12,9
1936-3761,2019,3,3
1936-3761,2020,1,0
1936-3761,2021,1,0
1936-3761,2022,2,0
1936-3761,2023,5,5
1936-5209,2021,2,1
1936-5209,2022,6,5
1936-5209,2023,4,2
1936-5802,2019,4,4
1936-5802,2021,5,5
1936-5802,2022,4,4
1936-6442,2019,1,1
1936-6442,2021,6,6
1936-6442,2022,1,1
1936-6582,2019,7,7
1936-6582,2020,9,6
1936-6582,2021,7,7
1936-6582,2022,10,8
1936-6582,2023,18,15
1936-7236,2022,2,0
1936-7236,2023,8,0
1936-7244,2021,7,3
1936-7244,2022,3,2
1936-7244,2023,3,3
1936-7406,2021,5,0
1936-7406,2022,2,0
1936-7406,2023,10,0
1936-8216,2023,4,3
1936-8623,2020,1,0
1936-8623,2022,3,3
1936-8623,2023,6,3
1936-9735,2020,3,1
1936-9735,2021,12,9
1936-9735,2022,20,14
1936-9735,2023,16,11
1936-9751,2019,3,3
1936-9751,2020,12,9
1936-9751,2021,17,13
1936-9751,2022,24,14
1936-9751,2023,18,16
1936-9816,2022,2,0
1936-9816,2023,2,1
1937-1209,2019,1,0
1937-1209,2020,5,4
1937-1209,2021,8,5
1937-1209,2022,7,6
1937-1209,2023,12,10
1937-190X,2021,2,2
1937-190X,2022,2,2
1937-5034,2021,1,0
1937-5034,2022,2,1
1937-5034,2023,1,0
1937-5387,2019,8,6
1937-5387,2020,28,19
1937-5387,2021,13,7
1937-5387,2022,21,16
1937-5387,2023,20,14
1937-5867,2020,6,5
1937-5867,2021,14,10
1937-5867,2022,12,11
1937-5867,2023,15,14
1937-6812,2021,1,1
1937-6812,2022,4,2
1937-6812,2023,1,0
1937-8629,2019,1,1
1937-8629,2021,3,1
1937-8629,2022,7,4
1937-8629,2023,5,4
1938-2545,2022,1,1
1938-2545,2023,1,1
1938-5862,2021,24,0
1938-5862,2022,13,0
1938-5862,2023,5,0
1938-6362,2021,2,1
1938-6362,2023,7,2
1938-6400,2020,4,1
1938-6400,2021,8,4
1938-6400,2022,8,3
1938-6400,2023,5,3
1938-7741,2020,5,5
1938-7741,2021,3,3
1938-7741,2022,3,3
1938-7741,2023,1,1
1938-7806,2022,1,0
1938-7806,2023,1,0
1938-8071,2021,1,0
1938-8071,2022,1,1
1938-8071,2023,2,0
1938-8179,2021,3,1
1938-8179,2022,4,2
1938-8179,2023,6,1
1938-8969,2019,1,1
1938-8969,2020,9,8
1938-9507,2019,1,0
1938-9507,2020,20,8
1938-9507,2021,16,8
1938-9507,2022,15,8
1938-9507,2023,23,11
1938-9655,2020,4,1
1938-9655,2021,2,2
1938-9655,2023,8,6
1938-971X,2019,2,2
1938-971X,2020,4,3
1938-971X,2021,5,5
1938-971X,2022,8,7
1938-971X,2023,6,5
1939-0041,2019,3,2
1939-0041,2020,6,3
1939-0041,2021,4,2
1939-0041,2022,27,23
1939-0041,2023,19,13
1939-005X,2019,1,0
1939-0068,2019,1,0
1939-0068,2020,7,5
1939-0068,2021,4,4
1939-0068,2022,6,3
1939-0068,2023,11,8
1939-0211,2021,5,3
1939-0211,2022,1,1
1939-0211,2023,3,3
1939-0238,2022,3,2
1939-0238,2023,1,0
1939-1234,2019,3,3
1939-1234,2020,11,9
1939-1234,2021,13,12
1939-1234,2022,13,6
1939-1234,2023,22,21
1939-1374,2022,17,3
1939-1374,2023,12,4
1939-1382,2020,1,0
1939-1382,2022,6,1
1939-1382,2023,1,0
1939-1390,2019,1,0
1939-1390,2020,1,0
1939-1390,2022,2,0
1939-1390,2023,5,0
1939-1412,2022,6,1
1939-1412,2023,10,8
1939-2206,2021,6,5
1939-2206,2022,3,3
1939-2206,2023,6,5
1939-2397,2019,1,1
1939-2397,2021,9,4
1939-2397,2022,23,13
1939-2397,2023,18,12
1939-2699,2021,1,0
1939-2699,2023,2,0
1939-3547,2020,1,1
1939-3547,2021,3,1
1939-3547,2023,5,4
1939-3806,2019,5,3
1939-3806,2020,27,16
1939-3806,2021,34,24
1939-3806,2022,70,55
1939-3806,2023,79,64
1939-5078,2019,2,1
1939-5078,2020,4,2
1939-5078,2021,5,3
1939-5078,2022,18,16
1939-5078,2023,14,13
1939-5981,2019,1,1
1939-5981,2020,16,15
1939-5981,2021,12,11
1939-5981,2022,12,12
1939-5981,2023,21,19
1939-6368,2021,1,1
1939-6368,2022,1,1
1939-7291,2021,6,6
1939-7291,2022,6,6
1939-7291,2023,7,6
1939-7909,2020,3,0
1939-7909,2021,2,0
1939-7909,2022,4,0
1939-7909,2023,1,0
1939-8115,2019,3,3
1939-8115,2020,15,11
1939-8115,2021,25,19
1939-8115,2022,19,12
1939-8115,2023,20,17
1940-0004,2020,1,0
1940-0004,2021,4,3
1940-0004,2022,2,2
1940-1159,2020,1,1
1940-1159,2021,4,3
1940-1159,2022,2,2
1940-1159,2023,4,3
1940-1493,2020,2,2
1940-1493,2021,7,6
1940-1493,2022,2,2
1940-1493,2023,10,9
1940-1612,2020,10,8
1940-1612,2021,33,26
1940-1612,2022,17,15
1940-1612,2023,14,8
1940-1639,2021,1,1
1940-1639,2022,1,1
1940-1639,2023,4,4
1940-4158,2023,7,6
1940-5987,2020,1,0
1940-5987,2021,1,0
1940-5987,2022,4,0
1940-5987,2023,1,0
1940-6940,2019,1,1
1940-6940,2020,3,3
1940-6940,2021,22,13
1940-6940,2022,12,10
1940-6940,2023,31,22
1940-7963,2019,2,2
1940-7963,2021,7,4
1940-7963,2022,11,10
1940-7963,2023,7,3
1940-8447,2020,24,21
1940-8447,2021,10,8
1940-8447,2022,7,5
1940-8447,2023,4,2
1940-9052,2021,2,2
1940-9052,2023,1,1
1940-9427,2021,4,4
1941-0921,2021,14,10
1941-0921,2022,10,5
1941-0921,2023,14,10
1941-1189,2022,4,1
1941-1189,2023,5,1
1941-1243,2021,2,1
1941-1243,2022,3,3
1941-1243,2023,15,15
1941-1928,2021,1,1
1941-3084,2021,8,2
1941-3084,2022,9,4
1941-3084,2023,6,3
1941-3289,2021,5,1
1941-3289,2022,14,5
1941-3289,2023,7,3
1941-5257,2020,6,5
1941-5257,2021,23,13
1941-5257,2022,8,6
1941-5257,2023,35,25
1941-6636,2019,2,1
1941-6636,2020,10,5
1941-6636,2021,6,3
1941-6636,2022,21,6
1941-6636,2023,9,5
1941-7012,2021,7,0
1941-7012,2022,6,0
1941-7012,2023,1,0
1941-7640,2021,5,0
1941-7640,2022,7,3
1941-7640,2023,6,3
1941-7713,2021,4,1
1941-7713,2022,5,1
1941-7713,2023,4,1
1941-8744,2020,1,1
1941-8744,2021,5,2
1941-8744,2022,9,3
1941-8744,2023,6,5
1941-9074,2019,5,4
1941-9074,2020,8,5
1941-9074,2021,2,1
1941-9074,2022,4,2
1941-9074,2023,5,4
1941-9430,2023,1,0
1941-9651,2021,7,0
1941-9651,2022,7,2
1941-9651,2023,17,9
1941-9902,2020,3,2
1941-9902,2021,10,5
1941-9902,2022,8,7
1941-9902,2023,10,5
1942-0676,2020,1,1
1942-0676,2021,7,4
1942-0676,2022,4,4
1942-0676,2023,12,9
1942-2539,2021,10,1
1942-2539,2022,2,2
1942-2539,2023,10,5
1942-3454,2021,4,0
1942-3454,2022,1,0
1942-3454,2023,4,0
1942-4280,2019,1,1
1942-4280,2020,1,0
1942-4280,2021,3,2
1942-4280,2022,1,0
1942-4280,2023,20,9
1942-4795,2019,3,0
1942-4795,2020,6,3
1942-4795,2021,5,2
1942-4795,2022,10,10
1942-4795,2023,17,10
1942-5074,2020,1,1
1942-5074,2022,3,3
1942-5074,2023,1,1
1942-602X,2022,3,2
1942-602X,2023,1,0
1942-7603,2019,26,10
1942-7603,2020,67,44
1942-7603,2021,62,50
1942-7603,2022,82,60
1942-7603,2023,90,68
1942-7751,2021,3,3
1942-7751,2022,1,1
1942-7751,2023,1,1
1942-7786,2020,1,0
1942-7786,2021,8,5
1942-7786,2022,9,6
1942-7786,2023,19,11
1942-7867,2020,1,1
1942-7867,2021,5,4
1942-7867,2022,4,4
1942-7867,2023,8,6
1942-8200,2019,1,0
1942-9533,2023,18,0
1942-969X,2022,1,0
1942-969X,2023,3,1
1943-0582,2023,3,0
1943-0620,2021,1,0
1943-0620,2022,7,0
1943-0620,2023,13,0
1943-0663,2022,4,0
1943-0663,2023,9,3
1943-0779,2022,5,1
1943-0779,2023,11,9
1943-1562,2023,1,1
1943-3875,2020,3,0
1943-3875,2021,1,0
1943-3875,2022,2,0
1943-3875,2023,8,4
1943-3921,2019,51,42
1943-3921,2020,82,62
1943-3921,2021,67,57
1943-3921,2022,88,76
1943-3921,2023,84,69
1943-4472,2020,1,1
1943-4472,2021,10,5
1943-4472,2022,9,3
1943-4472,2023,12,7
1943-4588,2019,4,3
1943-4588,2020,2,1
1943-4588,2021,6,4
1943-4588,2022,1,1
1943-4588,2023,2,1
1943-6149,2020,1,1
1943-6149,2021,6,4
1943-6149,2022,7,5
1943-6149,2023,12,9
1943-8184,2021,1,0
1943-8184,2022,5,1
1943-8184,2023,9,7
1943-8206,2023,1,0
1943-9407,2019,1,1
1943-9407,2021,1,0
1943-9407,2022,4,1
1943-9970,2019,1,1
1943-9970,2020,1,0
1943-9970,2021,1,0
1943-9970,2023,1,1
1944-0057,2019,1,1
1944-0057,2021,5,4
1944-0057,2022,7,6
1944-0057,2023,2,2
1944-2858,2020,2,0
1944-2858,2022,3,1
1944-2858,2023,4,2
1944-2866,2019,1,0
1944-2866,2021,10,7
1944-2866,2022,27,23
1944-2866,2023,24,18
1944-2890,2021,1,1
1944-2890,2022,1,0
1944-2890,2023,2,1
1944-3927,2023,3,1
1944-4079,2021,8,7
1944-4079,2022,7,5
1944-4079,2023,8,6
1944-7442,2019,2,0
1944-7442,2020,2,1
1944-7442,2021,4,3
1944-7442,2022,9,3
1944-7442,2023,31,3
1944-8201,2020,5,4
1944-8201,2021,8,7
1944-8201,2022,21,11
1944-8201,2023,27,20
1944-8244,2019,45,0
1944-8244,2020,176,27
1944-8244,2021,309,221
1944-8244,2022,336,275
1944-8244,2023,502,417
1944-8953,2020,3,2
1944-8953,2021,15,5
1944-8953,2022,6,5
1944-8953,2023,7,4
1944-9208,2019,2,2
1944-9208,2020,8,5
1944-9208,2021,8,6
1944-9208,2022,10,8
1944-9208,2023,9,6
1945-0109,2022,3,3
1945-0109,2023,1,0
1945-2829,2021,12,6
1945-2829,2022,14,5
1945-2829,2023,10,8
1945-5224,2019,1,0
1945-5224,2021,3,1
1945-5224,2022,2,2
1945-5224,2023,4,2
1945-8932,2020,1,0
1945-8932,2021,3,1
1945-8932,2022,8,1
1945-8932,2023,13,6
1946-0171,2019,1,1
1946-0171,2020,2,2
1946-0171,2021,14,10
1946-0171,2022,19,16
1946-0171,2023,20,14
1946-3022,2019,3,3
1946-3022,2020,5,0
1946-3022,2021,8,4
1946-3022,2022,14,10
1946-3022,2023,3,3
1946-6226,2020,1,0
1946-6226,2021,3,0
1946-6226,2022,9,0
1946-6226,2023,5,0
1946-6315,2021,2,2
1946-6315,2022,4,4
1946-6315,2023,2,2
1946-7567,2020,1,0
1946-7567,2022,2,0
1946-7567,2023,2,2
1946-9837,2019,1,0
1946-9837,2020,2,0
1946-9837,2021,4,1
1946-9837,2022,7,4
1946-9837,2023,4,3
1947-2498,2021,12,7
1947-2498,2022,10,6
1947-2498,2023,2,0
1947-5020,2020,1,0
1947-5020,2021,11,3
1947-5020,2022,18,3
1947-5020,2023,44,9
1947-6035,2019,4,2
1947-6035,2020,20,13
1947-6035,2021,23,18
1947-6035,2022,19,19
1947-6035,2023,23,23
1947-7503,2021,1,1
1947-7503,2023,2,2
1947-7988,2021,1,0
1947-7988,2022,1,0
1947-9832,2022,1,1
1948-0881,2020,1,1
1948-0881,2022,1,0
1948-0881,2023,1,0
1948-1837,2022,2,0
1948-4682,2021,6,2
1948-4682,2022,10,6
1948-4682,2023,10,9
1948-4690,2021,1,1
1948-4992,2021,1,1
1948-4992,2022,1,0
1948-4992,2023,1,1
1948-5506,2019,1,1
1948-5506,2020,18,10
1948-5506,2021,40,38
1948-5506,2022,32,25
1948-5506,2023,30,28
1948-5565,2020,1,0
1948-5565,2022,1,0
1948-5565,2023,2,1
1948-5875,2019,1,0
1948-5875,2020,35,17
1948-5875,2021,22,15
1948-5875,2022,33,24
1948-5875,2023,36,27
1948-7185,2019,38,0
1948-7185,2020,112,17
1948-7185,2021,125,84
1948-7185,2022,152,133
1948-7185,2023,231,192
1948-7193,2019,2,0
1948-7193,2020,29,7
1948-7193,2021,43,32
1948-7193,2022,31,30
1948-7193,2023,64,54
1948-8270,2022,2,0
1948-8270,2023,1,0
1948-8327,2023,2,2
1949-1255,2019,1,0
1949-1255,2020,2,2
1949-1255,2021,14,10
1949-1255,2022,13,8
1949-1255,2023,25,14
1949-2723,2023,1,0
1949-3029,2020,1,0
1949-3029,2022,10,5
1949-3029,2023,7,1
1949-3045,2022,14,3
1949-3045,2023,15,9
1949-3053,2021,4,2
1949-3053,2022,14,3
1949-3053,2023,19,3
1949-3088,2019,2,0
1949-3088,2020,1,0
1949-3088,2021,1,0
1949-3088,2022,3,0
1949-3088,2023,3,1
1949-3592,2019,1,1
1949-3592,2020,2,1
1949-3592,2021,1,1
1949-3592,2022,4,4
1949-3592,2023,27,14
1949-6605,2020,1,0
1949-6605,2021,2,1
1949-6605,2022,2,1
1949-6605,2023,1,1
1951-6355,2019,10,8
1951-6355,2020,58,46
1951-6355,2021,67,56
1951-6355,2022,34,20
1951-6355,2023,52,43
1955-2505,2019,1,0
1955-2505,2020,33,21
1955-2505,2021,8,4
1955-2505,2022,30,18
1955-2505,2023,34,21
1957-2557,2021,3,3
1957-2557,2023,1,0
1960-6214,2019,8,8
1960-6214,2020,18,15
1960-6214,2021,9,8
1960-6214,2022,25,22
1960-6214,2023,25,22
1964-8189,2022,4,1
1964-8189,2023,5,2
1971-4009,2020,3,1
1971-4009,2021,12,9
1971-4009,2022,8,5
1971-4009,2023,12,9
1972-6724,2019,3,3
1972-6724,2020,35,13
1972-6724,2021,19,16
1972-6724,2022,13,4
1972-6724,2023,35,25
1973-798X,2019,1,0
1975-0102,2019,2,0
1975-0102,2020,2,2
1975-0102,2021,1,1
1975-0102,2022,4,4
1975-0102,2023,6,3
1975-9479,2022,1,0
1976-0280,2022,1,0
1976-1597,2021,1,1
1976-1597,2023,1,0
1976-4251,2019,2,2
1976-4251,2020,1,0
1976-4251,2021,2,0
1976-4251,2022,2,1
1976-4251,2023,7,5
1976-7633,2019,2,1
1976-7633,2020,1,1
1976-7633,2021,1,1
1976-7633,2023,2,2
1976-8257,2020,2,1
1976-8257,2021,2,2
1976-8257,2022,2,2
1976-8257,2023,3,3
1976-9571,2019,1,0
1976-9571,2023,3,2
1982-5676,2020,1,1
1982-5676,2021,1,1
1982-5676,2022,1,1
1982-5676,2023,3,3
1982-6907,2020,1,1
1982-6907,2021,4,3
1982-6907,2022,8,4
1982-6907,2023,8,7
1989-9386,2021,1,0
1989-9386,2023,2,2
1990-3413,2021,1,0
1990-519X,2022,1,0
1990-7508,2020,1,0
1990-7508,2021,1,0
1993-0437,2020,2,0
1993-5013,2020,1,0
1995-0829,2019,1,0
1995-4255,2021,1,0
1995-5855,2020,4,3
1995-5855,2021,3,2
1995-5855,2022,4,3
1995-5855,2023,6,2
1995-8188,2019,1,0
1995-820X,2019,1,0
1995-820X,2020,1,0
1995-820X,2021,1,0
1995-8218,2019,3,0
1995-8218,2020,4,0
1995-8218,2021,3,2
1995-8218,2022,3,0
1995-8218,2023,1,1
1996-3599,2019,6,4
1996-3599,2020,9,5
1996-3599,2021,9,5
1996-3599,2022,9,6
1996-3599,2023,16,15
1998-0000,2019,5,4
1998-0000,2020,30,21
1998-0000,2021,34,26
1998-0000,2022,37,17
1998-0000,2023,27,17
1998-1929,2019,1,0
1998-1929,2020,1,1
1998-1929,2021,1,0
1998-1929,2022,7,6
1998-1929,2023,1,1
1998-3832,2019,1,1
1998-3832,2021,1,1
1998-3832,2022,1,0
1998-3832,2023,2,0
1998-7773,2019,13,11
1998-7773,2020,26,21
1998-7773,2021,18,16
1998-7773,2022,15,13
1998-7773,2023,15,13
2000-6764,2019,8,8
2000-6764,2020,9,5
2000-6764,2021,23,17
2000-6764,2022,6,0
2000-6764,2023,3,2
2005-615X,2021,3,3
2005-615X,2022,3,3
2005-615X,2023,4,2
2005-9752,2020,1,1
2005-9752,2022,2,1
2008-1359,2021,2,2
2008-9163,2020,4,3
2008-9163,2021,9,8
