issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
0008-4034,2023,core,109,105,107,60,107,59,27,14
0008-4042,2023,all,1,0,1,0,1,0,1,0
0008-4042,2023,core,1,0,1,0,1,0,1,0
0008-4077,2023,all,1,0,1,0,1,0,1,0
0008-4077,2023,core,1,0,1,0,1,0,1,0
0008-4085,2023,all,42,31,42,20,41,20,20,9
0008-4085,2023,core,42,31,42,20,41,20,20,9
0008-4131,2023,all,10,3,10,2,10,2,9,1
0008-4131,2023,core,7,3,7,2,7,2,6,1
0008-414X,2023,all,29,18,29,16,27,15,25,13
0008-414X,2023,core,29,18,29,16,27,15,25,13
0008-4174,2023,all,28,23,27,17,28,17,20,11
0008-4174,2023,core,26,21,25,16,26,16,19,11
0008-4182,2023,all,13,0,13,0,13,0,7,0
0008-4182,2023,core,3,0,3,0,3,0,2,0
0008-4204,2023,all,15,10,15,6,17,7,11,3
0008-4204,2023,core,15,10,15,6,17,7,11,3
0008-4212,2023,all,11,1,10,1,11,1,3,1
0008-4212,2023,core,10,1,9,1,10,1,3,1
0008-4239,2023,all,57,34,57,29,57,29,51,24
0008-4239,2023,core,36,33,36,28,36,28,30,23
0008-4263,2023,all,14,9,14,8,12,6,11,5
0008-4263,2023,core,9,7,9,6,7,4,6,3
0008-4298,2023,all,54,21,53,19,54,19,50,17
0008-4298,2023,core,23,20,23,18,23,18,20,16
0008-4301,2023,all,1,0,1,0,1,0,0,0
0008-4301,2023,core,1,0,1,0,1,0,0,0
0008-4395,2023,all,36,15,36,14,33,14,32,13
0008-4395,2023,core,36,15,36,14,33,14,32,13
0008-4433,2023,all,1,1,1,1,1,1,1,1
0008-4433,2023,core,1,1,1,1,1,1,1,1
0008-4840,2023,all,23,23,23,19,23,19,18,15
0008-4840,2023,core,23,23,23,19,23,19,18,15
0008-543X,2023,all,194,107,190,79,180,79,113,51
0008-543X,2023,core,165,107,161,79,151,79,88,51
0008-6215,2023,all,31,36,31,21,30,21,10,6
0008-6215,2023,core,30,36,30,21,29,21,9,6
0008-6223,2023,all,118,124,103,67,127,81,36,24
0008-6223,2023,core,113,124,99,67,126,81,36,24
0008-6312,2023,all,6,7,5,4,7,5,3,2
0008-6312,2023,core,4,5,4,3,4,3,2,1
0008-6363,2023,all,75,92,70,47,78,54,20,9
0008-6363,2023,core,53,86,50,45,55,50,10,9
0008-6568,2023,all,6,5,6,4,5,4,4,3
0008-6568,2023,core,6,5,6,4,5,4,4,3
0008-7041,2023,all,10,3,10,2,10,2,8,1
0008-7041,2023,core,6,3,6,2,6,2,4,1
0008-8749,2023,all,7,6,7,3,7,3,1,0
0008-8749,2023,core,7,6,7,3,7,3,1,0
0008-8846,2023,all,97,75,93,53,100,55,54,33
0008-8846,2023,core,94,74,90,52,97,54,52,32
0008-9389,2023,all,55,7,55,7,55,7,55,7
0008-9389,2023,core,12,7,12,7,12,7,12,7
0009-0352,2023,all,24,23,24,15,20,14,9,6
0009-0352,2023,core,22,22,22,14,18,13,7,5
0009-2509,2023,all,197,197,184,119,207,136,95,58
0009-2509,2023,core,196,197,183,119,206,136,94,58
0009-2541,2023,all,100,72,98,59,98,61,80,48
0009-2541,2023,core,99,72,97,59,98,61,80,48
0009-2614,2023,all,34,24,28,15,32,18,15,9
0009-2614,2023,core,34,24,28,15,32,18,15,9
0009-2665,2023,all,67,79,53,38,75,54,19,13
0009-2665,2023,core,57,71,45,34,63,48,14,11
0009-2673,2023,all,44,1,37,1,44,1,10,1
0009-2673,2023,core,44,1,37,1,44,1,10,1
0009-2797,2023,all,40,30,35,16,39,17,9,3
0009-2797,2023,core,37,30,32,16,36,17,8,3
0009-2819,2023,all,10,4,8,3,12,3,6,2
0009-2819,2023,core,10,4,8,3,12,3,6,2
0009-286X,2023,all,140,173,136,119,140,123,81,69
0009-286X,2023,core,125,163,121,112,125,116,70,65
0009-3084,2023,all,9,7,9,5,9,5,4,3
0009-3084,2023,core,8,7,8,5,8,5,4,3
0009-3157,2023,all,2,1,1,0,2,1,0,0
0009-3157,2023,core,2,1,1,0,2,1,0,0
0009-3920,2023,all,107,104,105,87,114,94,92,77
0009-3920,2023,core,105,102,103,85,112,92,90,75
0009-398X,2023,all,50,54,49,42,49,42,34,30
0009-398X,2023,core,44,47,43,37,43,37,30,27
0009-4536,2023,all,17,5,14,2,16,3,9,0
0009-4536,2023,core,16,3,13,1,15,2,9,0
0009-5893,2023,all,5,4,5,3,5,3,3,2
0009-5893,2023,core,4,4,4,3,4,3,2,2
0009-5915,2023,all,12,16,11,8,11,8,2,0
0009-5915,2023,core,11,16,10,8,10,8,1,0
0009-6407,2023,all,66,8,66,8,66,8,66,8
0009-6407,2023,core,9,6,9,6,9,6,9,6
0009-7322,2023,all,56,37,51,24,53,25,24,12
0009-7322,2023,core,29,30,27,19,27,20,12,9
0009-7330,2023,all,21,22,20,11,22,13,6,2
0009-7330,2023,core,17,20,16,10,18,12,4,2
0009-739X,2023,all,141,0,139,0,137,0,114,0
0009-739X,2023,core,59,0,58,0,56,0,43,0
0009-8388,2023,all,38,29,38,28,39,29,38,28
0009-8388,2023,core,37,28,37,27,38,28,37,27
0009-840X,2023,all,164,2,164,2,164,2,164,2
0009-840X,2023,core,1,1,1,1,1,1,1,1
0009-8558,2023,all,5,2,5,2,5,2,4,2
0009-8558,2023,core,5,2,5,2,5,2,4,2
0009-8604,2023,all,8,6,7,4,7,5,5,3
0009-8604,2023,core,8,6,7,4,7,5,5,3
0009-8981,2023,all,57,47,55,27,61,32,25,12
0009-8981,2023,core,54,47,52,27,58,32,22,12
0009-9104,2023,all,47,66,45,37,47,38,13,9
0009-9104,2023,core,41,61,40,35,41,35,10,9
0009-9120,2023,all,26,16,26,12,23,12,16,8
0009-9120,2023,core,21,16,21,12,19,12,13,8
0009-9147,2023,all,29,18,29,14,29,15,21,11
0009-9147,2023,core,19,15,19,11,19,12,12,8
0009-9163,2023,all,83,88,79,52,87,56,30,20
0009-9163,2023,core,73,78,69,46,77,50,24,18
0009-921X,2023,all,20,10,20,8,17,8,15,6
0009-921X,2023,core,15,10,15,8,13,8,11,6
0009-9228,2023,all,28,15,28,13,27,13,23,11
0009-9228,2023,core,25,14,25,12,25,12,21,10
0009-9236,2023,all,203,107,198,66,106,66,48,25
0009-9236,2023,core,88,106,86,65,84,65,32,24
0009-9260,2023,all,92,8,90,8,93,8,71,8
0009-9260,2023,core,69,8,67,8,70,8,48,8
0010-0277,2023,all,113,82,112,68,115,72,92,58
0010-0277,2023,core,112,82,111,68,114,72,91,58
0010-0285,2023,all,15,14,15,12,16,13,13,11
0010-0285,2023,core,15,14,15,12,16,13,13,11
0010-0757,2023,all,17,13,16,10,15,10,11,7
0010-0757,2023,core,17,13,16,10,15,10,11,7
0010-2180,2023,all,144,95,133,66,143,70,81,41
0010-2180,2023,core,143,95,132,66,142,70,81,41
0010-2202,2023,all,22,22,22,14,22,14,12,6
0010-2202,2023,core,22,22,22,14,22,14,12,6
0010-3616,2023,all,117,102,116,86,113,87,90,71
0010-3616,2023,core,112,100,111,84,108,85,85,69
0010-3624,2023,all,5,4,5,2,5,2,2,0
0010-3624,2023,core,5,4,5,2,5,2,2,0
0010-3640,2023,all,57,43,57,30,52,29,27,16
0010-3640,2023,core,56,43,56,30,51,29,27,16
0010-3802,2023,all,18,8,16,7,18,7,15,6
0010-3802,2023,core,11,8,11,7,11,7,10,6
0010-3853,2023,all,30,29,28,20,30,22,19,13
0010-3853,2023,core,29,29,27,20,29,22,18,13
0010-4140,2023,all,42,38,42,30,40,30,31,22
0010-4140,2023,core,42,38,42,30,40,30,31,22
0010-4175,2023,all,16,14,16,13,16,13,15,12
0010-4175,2023,core,16,14,16,13,16,13,15,12
0010-437X,2023,all,32,18,32,18,32,18,32,18
0010-437X,2023,core,32,18,32,18,32,18,32,18
0010-4485,2023,all,29,14,29,10,25,10,14,6
0010-4485,2023,core,28,14,28,10,25,10,14,6
0010-4620,2023,all,9,4,9,4,8,4,7,4
0010-4620,2023,core,8,4,8,4,7,4,6,4
0010-4655,2023,all,137,109,135,74,140,80,82,45
0010-4655,2023,core,136,109,134,74,139,80,81,45
0010-4825,2023,all,199,188,187,125,199,134,101,71
0010-4825,2023,core,198,188,186,125,198,134,101,71
0010-485X,2023,all,24,21,23,14,24,15,15,8
0010-485X,2023,core,18,19,17,12,18,13,9,6
0010-5422,2023,all,8,0,8,0,8,0,6,0
0010-5422,2023,core,8,0,8,0,8,0,6,0
0010-7530,2023,all,2,0,2,0,2,0,2,0
0010-7530,2023,core,1,0,1,0,1,0,1,0
0010-7824,2023,all,66,16,65,14,40,14,31,12
0010-7824,2023,core,36,15,35,13,34,13,26,11
0010-7999,2023,all,40,40,40,34,41,35,35,29
0010-7999,2023,core,40,40,40,34,41,35,35,29
0010-8367,2023,all,18,16,18,15,18,15,16,14
0010-8367,2023,core,18,16,18,15,18,15,16,14
0010-8545,2023,all,58,46,46,25,67,31,22,10
0010-8545,2023,core,58,46,46,25,67,31,22,10
0010-938X,2023,all,112,95,102,64,123,75,65,44
0010-938X,2023,core,111,95,101,64,122,75,64,44
0010-9452,2023,all,132,140,130,97,150,113,91,70
0010-9452,2023,core,126,138,124,95,143,111,85,68
0011-0000,2023,all,4,1,4,1,3,1,3,1
0011-0000,2023,core,4,1,4,1,3,1,3,1
0011-1287,2023,all,22,17,22,17,21,17,21,17
0011-1287,2023,core,21,16,21,16,20,16,20,16
0011-1384,2023,all,15,10,15,10,14,10,14,10
0011-1384,2023,core,15,10,15,10,14,10,14,10
0011-1562,2023,all,26,19,26,19,26,19,26,19
0011-1562,2023,core,18,15,18,15,18,15,18,15
0011-1619,2023,all,18,15,18,15,18,15,18,15
0011-1619,2023,core,18,15,18,15,18,15,18,15
0011-183X,2023,all,69,107,67,61,72,66,21,20
0011-183X,2023,core,69,107,67,61,72,66,21,20
0011-216X,2023,all,5,6,4,4,5,4,2,2
0011-216X,2023,core,4,5,3,3,4,3,1,1
0011-2240,2023,all,12,10,12,7,11,6,6,3
0011-2240,2023,core,12,10,12,7,11,6,6,3
0011-2275,2023,all,12,11,12,10,11,9,9,8
0011-2275,2023,core,12,11,12,10,11,9,9,8
0011-3069,2023,all,20,17,20,15,17,15,15,13
0011-3069,2023,core,16,17,16,15,16,15,14,13
0011-3840,2023,all,2,1,2,1,2,1,2,1
0011-3840,2023,core,2,1,2,1,2,1,2,1
0011-3921,2023,all,25,24,24,20,25,21,21,17
0011-3921,2023,core,23,21,22,18,23,19,20,16
0011-4642,2023,all,8,0,8,0,8,0,7,0
0011-4642,2023,core,8,0,8,0,8,0,7,0
0011-7315,2023,all,7,2,7,2,5,2,3,2
0011-7315,2023,core,5,2,5,2,5,2,3,2
0011-9059,2023,all,124,34,121,24,119,25,59,15
0011-9059,2023,core,45,30,44,21,43,22,23,13
0011-9164,2023,all,121,94,107,50,124,55,25,11
0011-9164,2023,core,120,94,106,50,123,55,25,11
0012-0472,2023,all,3,0,3,0,3,0,2,0
0012-0472,2023,core,1,0,1,0,1,0,1,0
0012-0936,2023,all,58,54,58,54,58,54,58,54
0012-0936,2023,core,55,52,55,52,55,52,55,52
0012-1045,2023,all,2,1,2,1,2,1,2,1
0012-1045,2023,core,2,1,2,1,2,1,2,1
0012-1533,2023,all,8,0,8,0,8,0,7,0
0012-1533,2023,core,3,0,3,0,3,0,2,0
0012-155X,2023,all,33,31,33,29,33,29,31,27
0012-155X,2023,core,30,29,30,27,30,27,28,25
0012-1592,2023,all,29,14,28,8,32,10,10,4
0012-1592,2023,core,25,14,24,8,28,10,7,4
0012-1606,2023,all,22,29,21,15,21,15,3,1
0012-1606,2023,core,22,29,21,15,21,15,3,1
0012-1622,2023,all,161,133,158,105,161,106,117,78
0012-1622,2023,core,99,101,98,76,98,75,61,50
0012-1630,2023,all,37,22,36,15,38,16,26,9
0012-1630,2023,core,36,22,35,15,37,16,25,9
0012-1649,2023,all,8,7,8,6,8,6,7,5
0012-1649,2023,core,8,7,8,6,8,6,7,5
0012-186X,2023,all,670,172,664,105,146,122,74,55
0012-186X,2023,core,112,163,106,99,122,115,56,51
0012-1924,2023,all,15,16,15,14,15,14,13,12
0012-1924,2023,core,15,16,15,14,15,14,13,12
0012-2033,2023,all,13,5,13,5,12,5,12,5
0012-2033,2023,core,8,5,8,5,7,5,7,5
0012-2173,2023,all,21,11,21,11,21,11,21,11
0012-2173,2023,core,21,11,21,11,21,11,21,11
0012-2823,2023,all,2,0,2,0,2,0,1,0
0012-2823,2023,core,2,0,2,0,2,0,1,0
0012-365X,2023,all,73,65,70,41,71,43,30,19
0012-365X,2023,core,73,65,70,41,71,43,30,19
0012-3692,2023,all,137,29,131,20,131,21,83,12
0012-3692,2023,core,67,26,63,18,65,19,37,11
0012-3706,2023,all,12,3,12,2,12,2,5,1
0012-3706,2023,core,9,3,9,2,9,2,3,1
0012-4486,2023,all,15,17,15,11,15,11,7,5
0012-4486,2023,core,14,16,14,10,14,10,6,4
0012-6667,2023,all,35,30,32,22,34,23,20,15
0012-6667,2023,core,34,29,31,21,33,22,19,14
0012-821X,2023,all,152,106,151,93,152,95,131,82
0012-821X,2023,core,149,104,148,91,149,93,128,80
0012-8252,2023,all,85,72,84,56,93,66,72,50
0012-8252,2023,core,82,70,81,54,90,64,69,48
0012-8775,2023,all,10,2,10,1,7,1,6,0
0012-8775,2023,core,10,2,10,1,7,1,6,0
0012-9615,2023,all,18,16,18,14,17,14,15,12
0012-9615,2023,core,17,16,17,14,16,14,14,12
0012-9658,2023,all,159,129,158,109,156,109,128,89
0012-9658,2023,core,143,119,143,101,140,101,119,83
0012-9682,2023,all,36,0,36,0,36,0,35,0
0012-9682,2023,core,34,0,34,0,34,0,33,0
0013-0001,2023,all,9,3,9,3,9,3,6,3
0013-0001,2023,core,7,3,7,3,7,3,4,3
0013-0095,2023,all,19,8,19,8,18,7,18,7
0013-0095,2023,core,13,8,13,8,12,7,12,7
0013-0117,2023,all,53,41,53,33,51,31,42,23
0013-0117,2023,core,38,41,38,33,36,31,27,23
0013-0133,2023,all,31,23,20,12,30,18,12,7
0013-0133,2023,core,31,23,20,12,30,18,12,7
0013-0249,2023,all,39,21,39,15,39,15,33,9
0013-0249,2023,core,16,21,16,15,16,15,10,9
0013-0427,2023,all,39,40,38,28,38,29,21,17
0013-0427,2023,core,39,40,38,28,38,29,21,17
0013-063X,2023,all,8,11,8,7,8,7,4,3
0013-063X,2023,core,8,11,8,7,8,7,4,3
0013-0796,2023,all,7,4,7,4,7,4,7,4
0013-0796,2023,core,7,4,7,4,7,4,7,4
0013-0915,2023,all,24,4,24,4,24,4,24,4
0013-0915,2023,core,23,4,23,4,23,4,23,4
0013-161X,2023,all,5,1,5,1,5,1,5,1
0013-161X,2023,core,4,1,4,1,4,1,4,1
0013-1644,2023,all,15,14,15,13,15,13,14,12
0013-1644,2023,core,15,14,15,13,15,13,14,12
0013-1857,2023,all,21,8,21,8,19,8,16,8
0013-1857,2023,core,12,8,12,8,12,8,11,8
0013-1881,2023,all,15,16,15,14,15,14,12,12
0013-1881,2023,core,15,16,15,14,15,14,12,12
0013-189X,2023,all,8,6,8,6,7,5,7,5
0013-189X,2023,core,8,6,8,6,7,5,7,5
0013-1911,2023,all,57,39,57,33,57,33,51,27
0013-1911,2023,core,33,33,33,27,33,27,27,21
0013-1954,2023,all,36,30,36,26,36,26,31,22
0013-1954,2023,core,29,30,29,26,29,26,25,22
0013-4651,2023,all,267,364,255,222,279,243,109,101
0013-4651,2023,core,260,357,248,217,272,238,106,98
0013-4686,2023,all,263,299,253,166,288,190,95,57
0013-4686,2023,core,259,299,249,166,284,190,93,57
0013-5585,2023,all,1,0,1,0,1,0,0,0
0013-5585,2023,core,1,0,1,0,1,0,0,0
0013-7006,2023,all,3,0,3,0,2,0,1,0
0013-7227,2023,all,25,28,24,16,23,16,6,4
0013-7227,2023,core,23,28,22,16,21,16,4,4
0013-726X,2023,all,31,23,30,15,30,14,16,6
0013-726X,2023,core,21,21,20,13,20,12,8,4
0013-791X,2023,all,1,0,1,0,1,0,1,0
0013-791X,2023,core,1,0,1,0,1,0,1,0
0013-7944,2023,all,99,83,92,56,97,62,48,35
0013-7944,2023,core,99,83,92,56,97,62,48,35
0013-7952,2023,all,53,36,47,29,52,30,37,23
0013-7952,2023,core,53,36,47,29,52,30,37,23
0013-8215,2023,all,22,6,22,5,23,6,22,5
0013-8215,2023,core,15,6,15,5,16,6,15,5
0013-8266,2023,all,117,27,117,26,117,26,115,25
0013-8266,2023,core,31,26,31,25,31,25,29,24
0013-838X,2023,all,44,26,44,24,44,24,42,22
0013-838X,2023,core,32,25,32,23,32,23,30,21
0013-8398,2023,all,5,5,5,5,5,5,5,5
0013-8398,2023,core,5,5,5,5,5,5,5,5
0013-8703,2023,all,38,34,37,24,38,25,24,15
0013-8703,2023,core,35,34,34,24,35,25,23,15
0013-8746,2023,all,2,1,2,1,2,1,2,1
0013-8746,2023,core,2,1,2,1,2,1,2,1
0013-9157,2023,all,2,1,2,1,1,1,1,1
0013-9157,2023,core,1,1,1,1,1,1,1,1
0013-9165,2023,all,7,8,7,7,7,7,6,6
0013-9165,2023,core,6,7,6,6,6,6,5,5
0013-9351,2023,all,391,382,343,235,391,262,163,115
0013-9351,2023,core,386,382,339,235,387,262,160,115
0013-936X,2023,all,336,332,304,198,359,238,137,104
0013-936X,2023,core,322,321,290,190,344,228,128,97
0013-9580,2023,all,740,226,734,151,240,164,130,89
0013-9580,2023,core,211,211,205,138,215,150,107,77
0014-0139,2023,all,34,25,34,23,33,23,29,21
0014-0139,2023,core,32,24,32,22,31,22,27,20
0014-0309,2023,all,8,10,7,6,8,7,4,3
0014-0309,2023,core,7,9,6,5,7,6,3,2
0014-0856,2023,all,13,3,13,3,13,3,13,3
0014-0856,2023,core,11,3,11,3,11,3,11,3
0014-1844,2023,all,27,19,26,19,27,19,26,19
0014-1844,2023,core,24,18,23,18,24,18,23,18
0014-2336,2023,all,14,13,13,8,13,9,7,4
0014-2336,2023,core,14,13,13,8,13,9,7,4
0014-2565,2023,all,50,7,48,4,48,5,33,2
0014-2565,2023,core,38,7,36,4,36,5,22,2
0014-2921,2023,all,91,59,89,42,80,40,47,23
0014-2921,2023,core,88,59,86,42,77,40,44,23
0014-2972,2023,all,269,100,266,65,109,69,47,34
0014-2972,2023,core,88,90,86,58,89,61,35,29
0014-2980,2023,all,566,221,558,121,162,130,42,30
0014-2980,2023,core,131,201,124,111,134,118,30,28
0014-2999,2023,all,51,60,48,32,51,33,8,5
0014-2999,2023,core,51,60,48,32,51,33,8,5
0014-3022,2023,all,6,8,6,5,6,5,3,2
0014-3022,2023,core,5,8,5,5,5,5,2,2
0014-3057,2023,all,90,99,77,48,94,59,15,8
0014-3057,2023,core,90,99,77,48,94,59,15,8
0014-3065,2023,all,12,13,11,10,11,11,8,8
0014-3065,2023,core,12,13,11,10,11,11,8,8
0014-312X,2023,all,18,25,18,16,19,17,9,8
0014-312X,2023,core,17,24,17,15,18,16,8,7
0014-3820,2023,all,96,94,93,65,100,75,65,46
0014-3820,2023,core,88,93,85,64,92,74,57,45
0014-3855,2023,all,2,1,2,1,2,1,2,1
0014-3855,2023,core,2,1,2,1,2,1,2,1
0014-4797,2023,all,7,3,6,2,7,2,2,1
0014-4797,2023,core,7,3,6,2,7,2,2,1
0014-4819,2023,all,76,80,75,60,80,63,52,43
0014-4819,2023,core,75,80,74,60,79,63,51,43
0014-4827,2023,all,21,16,18,8,21,9,3,1
0014-4827,2023,core,20,16,17,8,20,9,3,1
0014-4835,2023,all,45,37,43,23,48,26,22,12
0014-4835,2023,core,44,37,42,23,46,26,21,12
0014-4851,2023,all,20,29,19,18,21,19,9,8
0014-4851,2023,core,19,27,18,17,20,18,9,8
0014-4886,2023,all,33,26,31,14,34,15,9,3
0014-4886,2023,core,32,26,30,14,33,15,9,3
0014-4894,2023,all,11,9,11,6,12,7,6,4
0014-4894,2023,core,11,9,11,6,12,7,6,4
0014-4983,2023,all,14,13,14,10,14,10,9,7
0014-4983,2023,core,14,13,14,10,14,10,9,7
0014-5246,2023,all,110,3,108,3,110,3,108,3
0014-5246,2023,core,7,3,7,3,7,3,7,3
0014-5793,2023,all,119,129,117,70,131,78,32,19
0014-5793,2023,core,105,123,103,66,115,74,22,17
0014-5858,2023,all,17,5,17,4,17,4,16,3
0014-5858,2023,core,16,5,16,4,16,4,15,3
0014-6242,2023,all,13,6,13,6,13,6,13,6
0014-6242,2023,core,9,3,9,3,9,3,9,3
0014-7370,2023,all,47,44,47,37,46,37,38,30
0014-7370,2023,core,44,42,44,35,43,35,35,28
0015-0193,2023,all,3,1,3,1,3,1,3,1
0015-0193,2023,core,3,1,3,1,3,1,3,1
0015-0282,2023,all,133,25,130,21,91,20,71,16
0015-0282,2023,core,55,23,53,19,51,18,38,14
0015-198X,2023,all,11,8,11,6,10,6,8,4
0015-198X,2023,core,11,8,11,6,10,6,8,4
0015-2684,2023,all,40,47,37,33,43,36,24,22
0015-2684,2023,core,39,47,36,33,42,36,23,22
0015-5632,2023,all,7,4,7,3,7,3,4,2
0015-5632,2023,core,7,4,7,3,7,3,4,2
0015-5713,2023,all,1,1,1,1,1,1,1,1
0015-5713,2023,core,1,1,1,1,1,1,1,1
0015-587X,2023,all,19,2,19,2,19,2,19,2
0015-587X,2023,core,4,2,4,2,4,2,4,2
0015-718X,2023,all,16,11,16,10,16,10,15,9
0015-718X,2023,core,15,11,15,10,15,10,14,9
0015-749X,2023,all,1,1,1,1,1,1,1,1
0015-749X,2023,core,1,1,1,1,1,1,1,1
0015-752X,2023,all,25,21,25,17,23,17,18,13
0015-752X,2023,core,24,20,24,16,22,16,17,12
0015-7899,2023,all,75,75,75,73,75,73,73,71
0015-7899,2023,core,73,74,73,72,73,72,71,70
0015-8208,2023,all,27,32,27,23,25,22,15,13
0015-8208,2023,core,27,32,27,23,25,22,15,13
0015-8518,2023,all,42,21,42,21,42,21,42,21
0015-8518,2023,core,22,20,22,20,22,20,22,20
0015-9018,2023,all,25,18,25,17,25,17,23,16
0015-9018,2023,core,25,18,25,17,25,17,23,16
0016-0032,2023,all,30,16,28,12,29,12,16,8
0016-0032,2023,core,30,16,28,12,29,12,16,8
0016-1128,2023,all,139,13,139,13,139,13,139,13
0016-1128,2023,core,16,13,16,13,16,13,16,13
0016-2361,2023,all,392,332,352,216,385,230,180,114
0016-2361,2023,core,389,332,349,216,382,230,177,114
0016-3287,2023,all,89,74,89,67,89,68,82,61
0016-3287,2023,core,85,73,85,66,85,67,78,60
0016-5085,2023,all,135,67,129,39,134,44,78,16
0016-5085,2023,core,56,52,53,29,56,31,19,8
0016-5107,2023,all,92,12,92,8,62,8,50,4
0016-5107,2023,core,26,11,26,7,27,7,15,3
0016-5751,2023,all,32,2,31,1,4,1,2,0
0016-5751,2023,core,2,2,2,1,2,1,1,0
0016-6480,2023,all,17,11,15,8,18,9,13,6
0016-6480,2023,core,17,11,15,8,18,9,13,6
0016-6707,2023,all,4,6,4,4,4,4,2,2
0016-6707,2023,core,4,6,4,4,4,4,2,2
0016-6731,2023,all,42,45,39,30,44,34,24,19
0016-6731,2023,core,40,44,38,29,42,33,23,18
0016-6995,2023,all,12,10,12,8,13,9,11,7
0016-6995,2023,core,12,10,12,8,13,9,11,7
0016-7037,2023,all,132,86,132,76,129,75,107,65
0016-7037,2023,core,125,86,125,76,122,75,100,65
0016-7185,2023,all,116,101,116,89,116,90,103,78
0016-7185,2023,core,115,101,115,89,115,90,102,78
0016-7223,2023,all,1,0,1,0,1,0,1,0
0016-7223,2023,core,1,0,1,0,1,0,1,0
0016-7363,2023,all,17,18,17,14,18,15,13,11
0016-7363,2023,core,16,18,16,14,17,15,12,11
0016-7398,2023,all,51,46,51,44,52,44,49,42
0016-7398,2023,core,44,40,44,38,45,38,42,36
0016-7428,2023,all,7,2,6,2,7,2,6,2
0016-7428,2023,core,3,2,2,2,3,2,2,2
0016-7487,2023,all,11,0,10,0,11,0,10,0
0016-7487,2023,core,7,0,7,0,7,0,7,0
0016-7568,2023,all,27,26,27,22,26,21,20,17
0016-7568,2023,core,27,26,27,22,26,21,20,17
0016-7622,2023,all,1,0,0,0,1,0,0,0
0016-7622,2023,core,1,0,0,0,1,0,0,0
0016-7649,2023,all,24,33,24,23,24,23,14,13
0016-7649,2023,core,24,33,24,23,24,23,14,13
0016-7878,2023,all,31,17,31,12,31,12,25,7
0016-7878,2023,core,25,17,25,12,25,12,19,7
0016-8025,2023,all,59,48,58,39,55,39,45,30
0016-8025,2023,core,57,48,56,39,53,39,43,30
0016-8505,2023,all,3,0,3,0,2,0,0,0
0016-8505,2023,core,2,0,2,0,1,0,0,0
0016-8777,2023,all,27,22,27,22,27,22,27,22
0016-8777,2023,core,26,21,26,21,26,21,26,21
0016-8831,2023,all,35,20,35,20,34,20,34,20
0016-8831,2023,core,18,17,18,17,17,17,17,17
0016-8890,2023,all,5,2,5,2,5,2,5,2
0016-8890,2023,core,5,2,5,2,5,2,5,2
0016-9013,2023,all,26,25,26,21,26,21,21,17
0016-9013,2023,core,24,23,24,20,24,20,20,17
0016-9862,2023,all,2,1,2,1,2,1,2,1
0016-9862,2023,core,2,1,2,1,2,1,2,1
0017-0895,2023,all,20,12,20,9,19,9,15,6
0017-0895,2023,core,20,12,20,9,19,9,15,6
0017-257X,2023,all,19,20,18,14,19,15,12,9
0017-257X,2023,core,17,16,16,12,17,13,12,9
0017-3134,2023,all,6,3,6,3,6,3,6,3
0017-3134,2023,core,5,3,5,3,5,3,5,3
0017-3835,2023,all,13,5,13,5,13,5,13,5
0017-3835,2023,core,13,5,13,5,13,5,13,5
0017-467X,2023,all,27,19,27,17,27,17,24,15
0017-467X,2023,core,22,19,22,17,22,17,19,15
0017-4815,2023,all,11,10,11,7,11,7,7,4
0017-4815,2023,core,10,10,10,7,10,7,6,4
0017-5749,2023,all,333,17,331,10,115,11,96,4
0017-5749,2023,core,9,14,9,8,10,9,4,3
0017-6192,2023,all,93,52,91,48,94,48,78,44
0017-6192,2023,core,73,50,72,46,73,46,62,42
0017-8160,2023,all,13,10,13,10,13,10,13,10
0017-8160,2023,core,13,10,13,10,13,10,13,10
0017-8748,2023,all,174,55,172,38,85,35,55,18
0017-8748,2023,core,67,54,66,37,62,34,35,17
0017-8969,2023,all,27,30,27,22,27,22,19,14
0017-8969,2023,core,27,30,27,22,27,22,19,14
0017-9078,2023,all,4,0,4,0,3,0,3,0
0017-9078,2023,core,1,0,1,0,1,0,1,0
0017-9124,2023,all,61,52,59,38,63,41,47,27
0017-9124,2023,core,48,44,47,33,51,35,38,24
0017-9310,2023,all,154,117,140,74,153,84,75,41
0017-9310,2023,core,153,117,139,74,152,84,74,41
0018-019X,2023,all,76,96,73,50,81,57,18,11
0018-019X,2023,core,71,96,68,50,76,57,14,11
0018-067X,2023,all,34,36,33,24,37,27,21,15
0018-067X,2023,core,31,34,30,23,33,26,19,15
0018-1196,2023,all,42,10,42,10,42,10,42,10
0018-1196,2023,core,13,10,13,10,13,10,13,10
0018-1560,2023,all,85,84,85,70,86,71,72,57
0018-1560,2023,core,78,80,78,67,79,68,66,55
0018-246X,2023,all,32,28,31,27,32,28,31,27
0018-246X,2023,core,30,26,29,25,30,26,29,25
0018-2613,2023,all,3,0,3,0,3,0,3,0
0018-2648,2023,all,35,13,35,13,35,13,35,13
0018-2648,2023,core,17,13,17,13,17,13,17,13
0018-2656,2023,all,22,21,22,21,22,21,22,21
0018-2656,2023,core,22,21,22,21,22,21,22,21
0018-3768,2023,all,35,39,35,32,35,32,28,25
