issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
0302-2838,2023,all,574,26,572,21,124,20,79,15
0302-2838,2023,core,38,21,37,17,38,16,23,12
0302-3427,2023,all,38,29,37,26,37,27,33,24
0302-3427,2023,core,35,28,34,25,33,26,30,23
0302-5160,2023,all,6,3,6,3,6,3,6,3
0302-5160,2023,core,4,2,4,2,4,2,4,2
0302-766X,2023,all,34,42,34,25,36,26,13,9
0302-766X,2023,core,32,38,32,23,34,24,13,9
0302-8933,2023,all,23,18,21,12,23,13,9,7
0302-8933,2023,core,23,18,21,12,23,13,9,7
0303-1853,2023,all,4,2,4,2,4,2,4,2
0303-1853,2023,core,4,2,4,2,4,2,4,2
0303-2647,2023,all,37,28,35,21,38,23,28,16
0303-2647,2023,core,36,28,34,21,37,23,27,16
0303-402X,2023,all,21,33,21,18,22,19,4,4
0303-402X,2023,core,19,30,19,16,20,17,3,3
0303-4178,2023,all,1,1,1,1,1,1,1,1
0303-4178,2023,core,1,1,1,1,1,1,1,1
0303-4259,2023,all,1,0,1,0,0,0,0,0
0303-4259,2023,core,1,0,1,0,0,0,0,0
0303-4569,2023,all,8,0,8,0,8,0,6,0
0303-4569,2023,core,8,0,8,0,8,0,6,0
0303-6758,2023,all,1,1,1,1,1,1,1,1
0303-6758,2023,core,1,1,1,1,1,1,1,1
0303-6812,2023,all,52,48,50,35,48,37,31,24
0303-6812,2023,core,51,47,49,34,47,36,30,23
0303-6898,2023,all,38,25,37,23,36,23,30,21
0303-6898,2023,core,36,24,35,22,34,22,28,20
0303-6979,2023,all,89,102,88,70,89,71,50,39
0303-6979,2023,core,86,101,85,69,86,70,47,38
0303-6987,2023,all,72,36,71,26,69,25,43,15
0303-6987,2023,core,61,31,60,22,58,21,35,12
0303-7207,2023,all,20,20,15,9,20,11,3,0
0303-7207,2023,core,20,20,15,9,20,11,3,0
0303-8300,2023,all,97,110,96,84,99,86,70,60
0303-8300,2023,core,95,110,94,84,97,86,69,60
0303-8467,2023,all,50,17,48,12,49,13,28,8
0303-8467,2023,core,47,17,45,12,47,13,27,8
0304-2421,2023,all,9,8,9,7,9,7,8,6
0304-2421,2023,core,8,7,8,6,8,6,7,5
0304-324X,2023,all,17,17,17,13,17,13,13,9
0304-324X,2023,core,16,15,16,12,16,12,13,9
0304-3479,2023,all,6,3,6,3,6,3,6,3
0304-3479,2023,core,6,3,6,3,6,3,6,3
0304-3487,2023,all,5,4,5,4,5,4,5,4
0304-3487,2023,core,5,4,5,4,5,4,5,4
0304-3754,2023,all,18,13,18,12,17,13,16,12
0304-3754,2023,core,13,9,13,9,11,9,11,9
0304-3770,2023,all,14,8,13,6,15,6,10,4
0304-3770,2023,core,13,8,12,6,14,6,9,4
0304-3800,2023,all,66,54,66,42,69,44,50,32
0304-3800,2023,core,64,54,64,42,67,44,49,32
0304-3835,2023,all,29,34,26,17,30,19,2,2
0304-3835,2023,core,28,34,26,17,29,19,2,2
0304-386X,2023,all,29,19,28,14,28,14,14,9
0304-386X,2023,core,28,19,27,14,27,14,14,9
0304-3878,2023,all,60,60,57,38,55,38,22,16
0304-3878,2023,core,59,60,56,38,54,38,22,16
0304-3886,2023,all,12,6,12,5,13,6,11,5
0304-3886,2023,core,12,6,12,5,13,6,11,5
0304-3894,2023,all,245,251,211,148,245,161,73,58
0304-3894,2023,core,243,251,210,148,243,161,73,58
0304-3932,2023,all,25,18,24,13,23,13,16,8
0304-3932,2023,core,23,16,22,12,21,12,15,8
0304-3940,2023,all,54,34,49,21,56,24,25,11
0304-3940,2023,core,51,34,47,21,53,24,25,11
0304-3959,2023,all,39,32,37,24,35,24,22,16
0304-3959,2023,core,35,32,33,24,31,24,18,16
0304-3975,2023,all,109,69,108,49,99,47,58,27
0304-3975,2023,core,108,69,107,49,98,47,57,27
0304-3991,2023,all,67,60,66,42,70,43,39,25
0304-3991,2023,core,67,60,66,42,70,43,39,25
0304-4017,2023,all,40,49,39,31,41,31,15,13
0304-4017,2023,core,39,49,38,31,40,31,14,13
0304-405X,2023,all,23,12,22,10,18,10,13,8
0304-405X,2023,core,23,12,22,10,18,10,13,8
0304-4068,2023,all,29,28,29,18,26,18,11,8
0304-4068,2023,core,29,28,29,18,26,18,11,8
0304-4076,2023,all,116,66,112,44,101,43,52,21
0304-4076,2023,core,110,66,106,44,95,43,46,21
0304-4130,2023,all,66,72,66,55,66,56,48,39
0304-4130,2023,core,66,72,66,55,66,56,48,39
0304-4149,2023,all,89,58,86,37,77,37,38,16
0304-4149,2023,core,89,58,86,37,77,37,38,16
0304-4165,2023,all,25,20,25,11,26,12,7,3
0304-4165,2023,core,24,20,24,11,25,12,6,3
0304-4181,2023,all,22,15,22,15,22,15,22,15
0304-4181,2023,core,21,15,21,15,21,15,21,15
0304-419X,2023,all,29,32,28,17,31,19,8,4
0304-419X,2023,core,29,32,28,17,31,19,8,4
0304-4203,2023,all,16,15,16,11,18,12,11,8
0304-4203,2023,core,16,15,16,11,18,12,11,8
0304-422X,2023,all,19,12,19,12,19,12,18,12
0304-422X,2023,core,18,12,18,12,18,12,17,12
0304-4238,2023,all,116,132,112,77,118,85,46,30
0304-4238,2023,core,116,132,112,77,118,85,46,30
0304-8608,2023,all,39,42,35,24,38,25,11,7
0304-8608,2023,core,37,41,33,23,37,24,10,6
0304-8853,2023,all,154,86,141,58,158,64,89,36
0304-8853,2023,core,153,86,140,58,157,64,88,36
0305-0009,2023,all,40,35,40,28,42,29,33,22
0305-0009,2023,core,31,34,31,27,32,28,25,21
0305-0041,2023,all,28,14,28,14,28,14,28,14
0305-0041,2023,core,28,14,28,14,28,14,28,14
0305-0068,2023,all,24,21,24,17,23,17,19,13
0305-0068,2023,core,20,21,20,17,20,17,16,13
0305-0270,2023,all,108,92,107,78,113,83,95,69
0305-0270,2023,core,99,88,98,75,105,80,88,67
0305-0483,2023,all,26,19,26,14,25,14,14,9
0305-0483,2023,core,26,19,26,14,25,14,14,9
0305-0548,2023,all,93,103,90,67,92,69,43,33
0305-0548,2023,core,93,103,90,67,92,69,43,33
0305-0629,2023,all,7,6,7,4,7,4,5,2
0305-0629,2023,core,6,6,6,4,6,4,4,2
0305-182X,2023,all,128,130,124,88,131,98,75,56
0305-182X,2023,core,121,128,117,86,124,96,69,54
0305-1838,2023,all,19,16,18,12,18,12,13,8
0305-1838,2023,core,18,16,18,12,17,12,13,8
0305-1846,2023,all,47,67,46,39,48,41,14,13
0305-1846,2023,core,44,65,43,38,45,40,13,13
0305-1862,2023,all,63,63,63,49,62,49,44,35
0305-1862,2023,core,63,63,63,49,62,49,44,35
0305-1870,2023,all,8,7,7,4,8,4,3,1
0305-1870,2023,core,8,7,7,4,8,4,3,1
0305-1978,2023,all,6,0,4,0,6,0,1,0
0305-1978,2023,core,4,0,2,0,4,0,1,0
0305-215X,2023,all,3,1,3,1,2,1,2,1
0305-215X,2023,core,3,1,3,1,2,1,2,1
0305-4179,2023,all,64,29,60,20,61,19,33,10
0305-4179,2023,core,60,29,57,20,57,19,31,10
0305-4403,2023,all,61,41,61,35,62,37,54,31
0305-4403,2023,core,58,41,58,35,60,37,53,31
0305-4985,2023,all,41,36,41,35,41,35,40,34
0305-4985,2023,core,38,35,38,34,38,34,37,33
0305-5477,2023,all,1,1,1,1,1,1,1,1
0305-5477,2023,core,1,1,1,1,1,1,1,1
0305-5736,2023,all,9,5,9,5,9,5,9,5
0305-5736,2023,core,9,5,9,5,9,5,9,5
0305-6244,2023,all,2,0,2,0,2,0,2,0
0305-6244,2023,core,1,0,1,0,1,0,1,0
0305-7070,2023,all,13,7,13,6,13,6,12,5
0305-7070,2023,core,9,7,9,6,9,6,8,5
0305-7240,2023,all,14,9,14,9,13,9,13,9
0305-7240,2023,core,14,9,14,9,13,9,13,9
0305-7267,2023,all,3,3,3,3,3,3,3,3
0305-7267,2023,core,1,1,1,1,1,1,1,1
0305-7356,2023,all,27,25,26,20,27,20,20,15
0305-7356,2023,core,24,23,23,18,24,18,17,13
0305-7364,2023,all,70,42,65,30,67,31,41,19
0305-7364,2023,core,62,41,57,29,60,30,35,18
0305-7372,2023,all,55,35,51,20,51,21,13,6
0305-7372,2023,core,52,35,48,20,48,21,13,6
0305-7410,2023,all,80,22,80,19,77,18,72,15
0305-7410,2023,core,26,20,26,17,23,16,18,13
0305-7453,2023,all,139,123,131,84,135,85,68,46
0305-7453,2023,core,127,119,120,80,123,81,59,42
0305-7488,2023,all,43,27,43,26,43,26,42,25
0305-7488,2023,core,29,22,29,21,29,21,28,20
0305-750X,2023,all,96,79,94,61,93,62,61,44
0305-750X,2023,core,96,79,94,61,93,62,61,44
0305-764X,2023,all,18,15,18,14,19,15,18,14
0305-764X,2023,core,18,15,18,14,19,15,18,14
0305-7925,2023,all,31,17,31,16,31,16,29,15
0305-7925,2023,core,27,16,27,15,27,15,25,14
0305-8034,2023,all,19,4,19,4,19,4,19,4
0305-8034,2023,core,9,3,9,3,9,3,9,3
0305-8298,2023,all,30,22,30,21,30,21,29,20
0305-8298,2023,core,28,21,28,20,28,20,27,19
0305-9006,2023,all,7,5,7,5,7,5,6,5
0305-9006,2023,core,7,5,7,5,7,5,6,5
0305-9049,2023,all,32,27,31,23,32,24,28,20
0305-9049,2023,core,32,27,31,23,32,24,28,20
0305-9332,2023,all,30,14,30,14,30,14,30,14
0305-9332,2023,core,21,13,21,13,21,13,21,13
0306-0012,2023,all,72,84,48,40,76,54,12,10
0306-0012,2023,core,68,78,44,36,72,50,10,8
0306-1078,2023,all,18,12,18,12,18,12,18,12
0306-1078,2023,core,11,10,11,10,11,10,11,10
0306-1973,2023,all,14,1,14,1,14,1,14,1
0306-1973,2023,core,3,1,3,1,3,1,3,1
0306-2619,2023,all,507,473,481,317,502,336,266,180
0306-2619,2023,core,504,472,478,316,499,335,264,179
0306-3127,2023,all,32,27,32,25,32,25,30,23
0306-3127,2023,core,31,27,31,25,31,25,29,23
0306-3674,2023,all,48,18,47,15,43,16,35,13
0306-3674,2023,core,23,14,22,11,21,12,17,9
0306-3968,2023,all,16,8,16,8,16,8,16,8
0306-3968,2023,core,10,8,10,8,10,8,10,8
0306-4220,2023,all,2,0,2,0,2,0,2,0
0306-4220,2023,core,1,0,1,0,1,0,1,0
0306-4379,2023,all,51,30,51,24,48,24,35,18
0306-4379,2023,core,51,30,51,24,48,24,35,18
0306-4522,2023,all,63,62,58,34,61,37,19,9
0306-4522,2023,core,58,60,53,33,56,36,17,9
0306-4530,2023,all,120,77,118,51,94,54,55,28
0306-4530,2023,core,85,73,83,49,89,51,53,27
0306-4549,2023,all,94,51,93,43,89,41,73,33
0306-4549,2023,core,92,51,91,43,87,41,71,33
0306-4565,2023,all,60,57,57,36,61,40,29,19
0306-4565,2023,core,59,57,56,36,60,40,28,19
0306-4573,2023,all,31,30,30,19,30,19,14,8
0306-4573,2023,core,30,30,29,19,29,19,13,8
0306-4603,2023,all,75,51,75,37,73,38,51,24
0306-4603,2023,core,68,51,68,37,66,38,45,24
0306-5251,2023,all,194,170,187,108,166,114,79,52
0306-5251,2023,core,144,155,139,100,145,104,70,49
0306-6150,2023,all,31,22,29,20,30,21,26,19
0306-6150,2023,core,26,22,25,20,25,21,23,19
0306-624X,2023,all,33,23,32,18,33,18,25,13
0306-624X,2023,core,33,23,32,18,33,18,25,13
0306-6800,2023,all,80,32,80,23,79,23,66,14
0306-6800,2023,core,40,29,40,21,40,21,28,13
0306-686X,2023,all,30,22,27,15,23,12,9,5
0306-686X,2023,core,30,22,27,15,23,12,9,5
0306-7319,2023,all,2,2,1,1,2,1,0,0
0306-7319,2023,core,2,2,1,1,2,1,0,0
0306-7734,2023,all,13,5,13,5,13,5,12,5
0306-7734,2023,core,5,3,5,3,5,3,5,3
0306-8919,2023,all,38,23,29,16,38,17,17,10
0306-8919,2023,core,38,23,29,16,38,17,17,10
0306-9192,2023,all,43,36,42,28,41,28,31,20
0306-9192,2023,core,43,36,42,28,41,28,31,20
0306-9877,2023,all,21,15,21,11,20,11,14,7
0306-9877,2023,core,19,15,19,11,18,11,13,7
0306-9885,2023,all,20,19,20,17,20,17,18,15
0306-9885,2023,core,19,19,19,17,19,17,17,15
0307-0131,2023,all,19,3,19,3,19,3,19,3
0307-0131,2023,core,11,3,11,3,11,3,11,3
0307-0565,2023,all,61,68,59,47,62,53,37,32
0307-0565,2023,core,59,68,57,47,60,53,35,32
0307-1022,2023,all,23,12,23,12,23,12,23,12
0307-1022,2023,core,15,12,15,12,15,12,15,12
0307-3378,2023,all,18,14,17,12,17,11,13,9
0307-3378,2023,core,18,14,17,12,17,11,13,9
0307-5079,2023,all,92,93,91,77,91,78,71,62
0307-5079,2023,core,86,90,85,75,85,76,67,61
0307-5133,2023,all,13,6,13,5,14,6,13,5
0307-5133,2023,core,11,6,11,5,12,6,11,5
0307-6938,2023,all,220,44,216,31,213,31,147,18
0307-6938,2023,core,91,36,88,25,89,24,51,13
0307-6946,2023,all,38,36,37,30,38,31,31,25
0307-6946,2023,core,37,35,36,29,37,30,30,24
0307-6962,2023,all,10,11,10,8,10,8,6,5
0307-6962,2023,core,9,10,9,7,9,7,5,4
0307-6970,2023,all,13,14,11,9,16,12,9,7
0307-6970,2023,core,13,14,11,9,16,12,9,7
0307-8833,2023,all,10,4,10,4,10,4,10,4
0307-8833,2023,core,7,4,7,4,7,4,7,4
0307-904X,2023,all,59,44,56,32,57,33,35,21
0307-904X,2023,core,58,43,55,31,56,32,34,20
0307-9457,2023,all,3,3,3,2,3,2,1,1
0307-9457,2023,core,2,3,2,2,2,2,1,1
0308-0110,2023,all,166,128,158,108,164,110,135,90
0308-0110,2023,core,74,72,74,61,71,59,59,48
0308-0161,2023,all,32,13,30,10,33,11,21,8
0308-0161,2023,core,32,13,30,10,33,11,21,8
0308-0188,2023,all,17,8,17,8,17,8,16,8
0308-0188,2023,core,11,7,11,7,10,7,10,7
0308-0226,2023,all,101,36,101,26,45,26,32,16
0308-0226,2023,core,37,31,37,22,36,22,25,13
0308-0501,2023,all,16,13,15,9,17,10,12,6
0308-0501,2023,core,14,11,13,8,15,9,11,6
0308-1060,2023,all,9,11,9,6,10,7,5,2
0308-1060,2023,core,9,11,9,6,10,7,5,2
0308-1079,2023,all,3,0,3,0,4,0,2,0
0308-1079,2023,core,3,0,3,0,4,0,2,0
0308-1087,2023,all,21,8,19,6,17,7,9,5
0308-1087,2023,core,21,8,19,6,17,7,9,5
0308-2105,2023,all,34,16,34,16,33,16,33,16
0308-2105,2023,core,34,16,34,16,33,16,33,16
0308-275X,2023,all,17,13,17,13,17,13,16,13
0308-275X,2023,core,17,13,17,13,17,13,16,13
0308-5147,2023,all,16,14,16,13,16,13,15,12
0308-5147,2023,core,16,14,16,13,16,13,15,12
0308-518X,2023,all,73,64,73,55,72,55,61,46
0308-518X,2023,core,67,59,67,51,66,51,57,43
0308-521X,2023,all,80,64,78,57,79,57,67,50
0308-521X,2023,core,77,63,75,56,76,56,64,49
0308-5694,2023,all,10,4,10,4,10,4,10,4
0308-5694,2023,core,4,2,4,2,4,2,4,2
0308-5961,2023,all,42,28,40,24,42,25,33,21
0308-5961,2023,core,42,28,40,24,42,25,33,21
0308-597X,2023,all,154,131,153,107,154,107,119,83
0308-597X,2023,core,151,129,150,106,151,106,117,83
0308-6534,2023,all,31,18,31,18,31,18,30,18
0308-6534,2023,core,28,17,28,17,28,17,28,17
0308-7298,2023,all,1,1,1,1,1,1,1,1
0308-7298,2023,core,1,1,1,1,1,1,1,1
0308-8146,2023,all,341,363,301,193,346,223,91,53
0308-8146,2023,core,333,359,294,191,337,220,88,52
0308-8839,2023,all,11,8,11,7,11,7,10,6
0308-8839,2023,core,9,8,9,7,9,7,8,6
0309-0167,2023,all,180,142,177,88,145,87,64,33
0309-0167,2023,core,126,139,123,86,121,86,50,33
0309-0566,2023,all,12,10,12,9,10,9,9,8
0309-0566,2023,core,11,9,11,8,9,8,8,7
0309-0728,2023,all,4,1,4,1,4,1,4,1
0309-0728,2023,core,2,1,2,1,2,1,2,1
0309-0892,2023,all,3,3,3,3,3,3,3,3
0309-0892,2023,core,3,3,3,3,3,3,3,3
0309-1317,2023,all,37,32,37,32,37,32,37,32
0309-1317,2023,core,37,32,37,32,37,32,37,32
0309-1325,2023,all,37,32,37,29,37,29,33,26
0309-1325,2023,core,36,32,36,29,36,29,32,26
0309-1333,2023,all,6,5,6,4,6,4,5,3
0309-1333,2023,core,5,5,5,4,5,4,4,3
0309-166X,2023,all,21,17,20,14,19,15,16,12
0309-166X,2023,core,20,17,19,14,18,15,15,12
0309-1708,2023,all,50,36,46,28,50,30,33,22
0309-1708,2023,core,50,36,46,28,50,30,33,22
0309-1740,2023,all,71,65,67,36,70,38,21,9
0309-1740,2023,core,70,65,67,36,69,38,21,9
0309-1929,2023,all,6,6,6,5,6,5,5,4
0309-1929,2023,core,6,6,6,5,6,5,5,4
0309-2402,2023,all,295,267,292,221,292,222,239,176
0309-2402,2023,core,259,251,258,208,256,208,209,165
0309-3247,2023,all,6,0,6,0,7,0,4,0
0309-3247,2023,core,6,0,6,0,7,0,4,0
0309-3646,2023,all,4,1,4,1,3,1,3,1
0309-3646,2023,core,2,1,2,1,2,1,2,1
0309-6564,2023,all,8,4,8,4,8,4,8,4
0309-6564,2023,core,4,4,4,4,4,4,4,4
0309-8249,2023,all,45,38,45,37,44,37,43,36
0309-8249,2023,core,44,38,44,37,43,37,42,36
0309-8265,2023,all,25,22,25,19,24,19,21,16
0309-8265,2023,core,24,22,24,19,23,19,20,16
0310-057X,2023,all,49,9,49,6,48,6,35,3
0310-057X,2023,core,31,6,31,4,30,4,22,2
0311-5518,2023,all,26,19,25,19,26,19,25,19
0311-5518,2023,core,25,19,24,19,25,19,24,19
0311-6999,2023,all,73,66,73,57,74,58,64,49
0311-6999,2023,core,70,63,70,54,71,55,61,46
0312-2417,2023,all,28,12,28,11,28,11,25,10
0312-2417,2023,core,12,12,12,11,12,11,11,10
0312-407X,2023,all,45,26,45,23,44,23,40,20
0312-407X,2023,core,33,25,33,22,33,22,29,19
0312-5963,2023,all,36,50,33,29,36,32,14,11
0312-5963,2023,core,32,47,29,27,32,30,12,10
0312-8962,2023,all,27,23,27,18,25,18,19,13
0312-8962,2023,core,25,22,25,17,23,17,17,12
0313-5926,2023,all,55,44,53,33,53,32,35,21
0313-5926,2023,core,55,44,53,33,53,32,35,21
0313-6647,2023,all,38,36,38,31,38,31,33,26
0313-6647,2023,core,36,35,36,30,36,30,31,25
0315-0860,2023,all,7,4,7,4,7,4,6,4
0315-0860,2023,core,6,4,6,4,6,4,5,4
0315-5986,2023,all,2,0,2,0,2,0,0,0
0315-5986,2023,core,2,0,2,0,2,0,0,0
0315-8977,2023,all,12,6,12,4,12,4,5,2
0315-8977,2023,core,11,6,11,4,11,4,4,2
0317-1671,2023,all,137,105,136,68,135,68,66,31
0317-1671,2023,core,68,57,68,37,67,36,32,16
0319-485X,2023,all,193,5,193,5,193,5,193,5
0319-485X,2023,core,6,3,6,3,6,3,6,3
0319-5724,2023,all,20,15,19,11,20,12,14,8
0319-5724,2023,core,18,14,17,10,18,11,12,7
0323-3847,2023,all,62,57,62,48,60,48,48,39
0323-3847,2023,core,55,57,55,48,53,48,42,39
0324-4652,2023,all,11,9,11,9,11,9,11,9
0324-4652,2023,core,10,9,10,9,10,9,10,9
0332-1649,2023,all,11,8,11,6,11,6,9,4
0332-1649,2023,core,10,8,10,6,10,6,8,4
0332-3315,2023,all,70,55,70,52,70,52,67,49
0332-3315,2023,core,65,53,65,50,65,50,62,47
0332-5865,2023,all,6,5,6,5,6,5,6,5
0332-5865,2023,core,6,5,6,5,6,5,6,5
0333-1024,2023,all,104,59,103,41,47,38,25,20
0333-1024,2023,core,44,50,43,36,39,33,21,19
0334-018X,2023,all,8,4,6,2,7,3,3,1
0334-018X,2023,core,8,4,6,2,7,3,3,1
0334-1763,2023,all,3,1,1,0,3,1,1,0
0334-1763,2023,core,3,1,1,0,3,1,1,0
0334-2123,2023,all,14,15,14,9,12,8,4,2
0334-2123,2023,core,13,15,13,9,11,8,3,2
0334-4355,2023,all,8,8,8,7,8,7,7,6
0334-4355,2023,core,8,8,8,7,8,7,7,6
0334-5114,2023,all,11,13,10,7,12,8,4,2
0334-5114,2023,core,11,13,10,7,12,8,4,2
0334-6005,2023,all,3,2,3,2,3,2,2,2
0334-6005,2023,core,3,2,3,2,3,2,2,2
0334-701X,2023,all,2,2,1,1,2,2,1,1
0334-701X,2023,core,2,2,1,1,2,2,1,1
0340-0131,2023,all,42,46,42,38,42,38,33,30
0340-0131,2023,core,41,45,41,37,41,37,32,29
0340-0204,2023,all,3,2,3,2,3,2,3,2
0340-0204,2023,core,3,2,3,2,3,2,3,2
0340-0727,2023,all,58,60,58,51,61,54,52,45
0340-0727,2023,core,55,58,55,49,59,53,50,44
0340-1200,2023,all,13,12,13,10,13,10,10,8
0340-1200,2023,core,12,12,12,10,12,10,10,8
0340-1804,2023,all,1,1,1,1,1,1,1,1
0340-1804,2023,core,1,1,1,1,1,1,1,1
0340-1855,2023,all,75,27,74,20,77,21,48,14
0340-1855,2023,core,56,27,55,20,56,21,33,14
0340-2096,2023,all,44,20,42,12,42,13,29,5
0340-2096,2023,core,43,20,41,12,41,13,28,5
0340-3696,2023,all,23,14,23,11,20,10,13,7
0340-3696,2023,core,20,14,20,11,18,10,11,7
0340-4285,2023,all,2,0,2,0,1,0,1,0
0340-4285,2023,core,1,0,1,0,0,0,0,0
0340-4528,2023,all,1,1,1,1,1,1,1,1
0340-4528,2023,core,1,1,1,1,1,1,1,1
0340-5222,2023,all,10,3,10,3,10,3,10,3
0340-5222,2023,core,8,2,8,2,8,2,8,2
0340-5354,2023,all,309,361,301,230,313,236,135,105
0340-5354,2023,core,231,286,225,186,233,189,102,89
0340-5443,2023,all,67,63,65,48,67,48,46,33
0340-5443,2023,core,66,63,64,48,66,48,45,33
0340-5761,2023,all,90,120,83,72,90,77,34,29
0340-5761,2023,core,78,113,72,66,78,71,27,24
0340-6199,2023,all,249,266,242,176,249,183,122,93
0340-6199,2023,core,222,251,215,165,221,172,106,86
0340-6245,2023,all,21,11,19,6,21,7,8,2
0340-6245,2023,core,16,9,15,5,17,6,6,2
0340-6717,2023,all,36,52,33,27,39,31,8,6
0340-6717,2023,core,30,44,28,23,33,27,8,6
0340-7004,2023,all,58,83,55,48,60,53,20,18
0340-7004,2023,core,54,77,51,44,56,49,18,16
0340-7594,2023,all,48,58,47,41,47,42,27,25
0340-7594,2023,core,35,43,34,30,35,31,20,18
0340-8744,2023,all,24,26,24,17,24,17,12,8
0340-8744,2023,core,23,26,23,17,23,17,11,8
0340-9937,2023,all,47,14,45,9,46,9,29,4
0340-9937,2023,core,41,13,39,8,40,8,24,3
0341-2040,2023,all,27,14,26,12,23,11,16,9
0341-2040,2023,core,23,14,22,12,21,11,14,9
0341-2059,2023,all,9,8,9,8,9,8,9,8
0341-2059,2023,core,8,7,8,7,8,7,8,7
0341-2695,2023,all,92,83,89,60,87,62,54,39
0341-2695,2023,core,80,82,77,59,78,61,47,38
0341-7638,2023,all,3,1,3,1,3,1,3,1
0341-7638,2023,core,3,1,3,1,3,1,3,1
0341-8162,2023,all,101,68,97,51,92,52,64,35
0341-8162,2023,core,97,68,93,51,88,52,60,35
0342-1791,2023,all,18,18,18,14,19,15,15,11
0342-1791,2023,core,18,18,18,14,19,15,15,11
0342-4642,2023,all,149,86,147,59,146,61,97,34
0342-4642,2023,core,38,35,38,24,36,26,23,15
0342-5282,2023,all,2,0,2,0,2,0,2,0
0342-5282,2023,core,2,0,2,0,2,0,2,0
0342-7188,2023,all,20,17,19,14,20,14,14,11
0342-7188,2023,core,15,13,14,12,15,12,12,11
0343-6993,2023,all,23,11,23,11,23,11,22,11
0343-6993,2023,core,12,8,12,8,12,8,12,8
0343-8651,2023,all,26,33,24,18,25,19,6,4
0343-8651,2023,core,26,33,24,18,25,19,6,4
0344-0338,2023,all,98,70,92,40,92,39,33,9
0344-0338,2023,core,95,70,89,40,89,39,30,9
0344-5607,2023,all,92,89,91,61,85,61,49,33
0344-5607,2023,core,85,86,84,59,79,59,45,32
0344-5704,2023,all,20,19,18,14,20,15,14,10
0344-5704,2023,core,19,19,17,14,19,15,13,10
0346-1238,2023,all,9,11,9,9,9,9,7,7
0346-1238,2023,core,9,11,9,9,9,9,7,7
0346-251X,2023,all,28,20,28,17,26,16,20,13
0346-251X,2023,core,25,19,25,16,23,15,19,12
0346-8755,2023,all,20,21,20,19,21,20,19,18
0346-8755,2023,core,20,21,20,19,21,20,19,18
0347-0520,2023,all,26,23,26,22,26,22,25,21
0347-0520,2023,core,26,23,26,22,26,22,25,21
0353-5150,2023,all,23,21,23,20,23,20,22,19
0353-5150,2023,core,23,21,23,20,23,20,22,19
0360-0025,2023,all,35,37,35,28,35,28,26,19
0360-0025,2023,core,34,36,34,27,34,27,25,18
0360-0300,2023,all,88,4,86,4,86,3,71,3
0360-0300,2023,core,88,4,86,4,86,3,71,3
0360-1234,2023,all,1,0,1,0,1,0,1,0
0360-1234,2023,core,1,0,1,0,1,0,1,0
0360-1277,2023,all,11,4,11,4,11,4,10,4
0360-1277,2023,core,10,4,10,4,10,4,9,4
0360-1285,2023,all,9,12,7,6,9,7,2,1
0360-1285,2023,core,9,12,7,6,9,7,2,1
0360-1315,2023,all,46,45,46,38,46,38,37,31
0360-1315,2023,core,46,45,46,38,46,38,37,31
0360-1323,2023,all,230,205,222,157,223,160,147,112
0360-1323,2023,core,228,205,220,157,221,160,145,112
0360-2532,2023,all,1,2,1,1,1,1,0,0
0360-2532,2023,core,1,2,1,1,1,1,0,0
0360-3016,2023,all,124,12,124,9,42,9,32,6
0360-3016,2023,core,33,12,33,9,29,9,20,6
0360-3199,2023,all,573,476,519,317,581,339,290,180
0360-3199,2023,core,568,474,514,316,576,338,288,180
0360-3989,2023,all,3,1,3,1,3,1,3,1
0360-3989,2023,core,3,1,3,1,3,1,3,1
0360-3997,2023,all,14,19,14,11,17,14,7,6
0360-3997,2023,core,14,19,14,11,17,14,7,6
0360-4012,2023,all,33,42,32,26,35,28,14,12
0360-4012,2023,core,33,42,32,26,35,28,14,12
0360-4918,2023,all,9,4,9,3,9,3,8,2
0360-4918,2023,core,9,4,9,3,9,3,8,2
0360-5302,2023,all,9,11,9,6,9,6,3,1
0360-5302,2023,core,9,11,9,6,9,6,3,1
0360-5310,2023,all,20,17,20,16,20,16,18,15
0360-5310,2023,core,20,17,20,16,20,16,18,15
0360-5442,2023,all,434,355,390,232,414,253,203,130
0360-5442,2023,core,431,355,388,232,411,253,201,130
0360-7283,2023,all,1,0,1,0,1,0,1,0
0360-7283,2023,core,1,0,1,0,1,0,1,0
0360-8352,2023,all,117,95,108,60,112,64,46,29
0360-8352,2023,core,115,95,106,60,111,64,46,29
0360-9669,2023,all,3,0,3,0,3,0,3,0
0360-9669,2023,core,2,0,2,0,2,0,2,0
0361-0470,2023,all,1,1,0,0,1,1,0,0
0361-0470,2023,core,1,1,0,0,1,1,0,0
0361-073X,2023,all,3,4,3,2,3,2,1,0
0361-073X,2023,core,3,4,3,2,3,2,1,0
0361-0918,2023,all,8,5,8,4,8,4,6,3
0361-0918,2023,core,8,5,8,4,8,4,6,3
0361-0926,2023,all,17,9,17,9,17,9,12,9
0361-0926,2023,core,17,9,17,9,17,9,12,9
0361-1981,2023,all,169,131,167,98,156,98,106,65
0361-1981,2023,core,168,130,166,97,155,97,105,64
0361-2112,2023,all,1,0,1,0,1,0,1,0
0361-2317,2023,all,27,19,27,18,27,18,24,17
